Detail URL,Name,Image,Item#,Reviews,Brand,Price($),Details,Features,Brand Name,Manufacturer No,No of Reviews,Review Title,Review Content,Review By,Review On
https://www.allegromedical.com/products/products-magic-bullet-suppository-laxative-suppositories-10mg-bisacodyl-suppository/,Magic Bullet Suppository - Box Of 100 Expires in October 2021,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/4/_48_cf_magic-bullet-suppository-190938-medium_0.jpg,178 190938,,Magic Bullet,64.990000,"
The one of a kind ,Magic Bullet Suppository, is designed to aid with chronic constipation and bowel impaction. ,Who uses the Magic Bullet Suppository?,
,The typical user of the Magic Bullet Suppository is an individual with a Spinal Cord Injury (SCI)or disease, multiple sclerosis, traumatic brain injury, spina bifida, long-term care, or stroke where damage occurred to the nerves that allow a person to control bowel movements. Additionally, any persons suffering from constipation associated with oncology or opioid treatment. Magic Bullet Suppositories are incorporated into Bowel Management programs for individuals with neurogenic bowels to help prevent unplanned bowel movements and other bowel problems such as constipation, diarrhea, and impaction. The Magic Bullet Suppository® is recommended by most major rehab centers.
,What ingredients are in the Magic Bullet Suppository?,
,10mg of bisacodyl ,Polyethylene Glycol base (water-soluble),Why use the Magic Bullet Suppository vs. Dulcolax, Theravac/Enemeez, CEO-TWO, Fleets, and hydrogenated vegetable oil-based bisacodyl (HVB) suppositories?,
,
Dulcolax and the other Bisacodyl suppositories have the same active ingredient (10mg Bisacodyl) as The Magic Bullet. The base or carrier of the active ingredient in the suppository is what differentiates the Magic Bullet from all of the rest. The Magic Bullet uses a Polyethylene Glycol base which is water-soluble. This base allows the Bisacodyl to be activated by the body’s own moisture shortly after insertion. The Dulcolax and other Bisacodyl suppositories use a vegetable oil base. This type of base takes longer to work because it needs time to be melted by the body's heat, which can cause continued mucosal irritation with resultant mucus accidents (anal leakage) hours after the Bowel Program (BP).
,
Clinical Studies have shown that The Magic Bullet proves to be just as effective as mini enemas like Therevac and Enemeez in a bowel program plus they're easier to use as it requires less hand dexterity.
,
The Magic Bullet uses stimulation of the bowel wall to cause peristalsis to push out the stool. CeoTwo on the other hand produces a gas inside the bowel which relaxes the bowel, causing the movement.
,
The Magic Bullet is far less costly than its competition. Less than half the price of Dulcolax, and less than a quarter the price of mini enemas.
,
Finally, it is concluded that the replacement of hydrogenated vegetable oil-based bisacodyl (HVB) suppositories with Polyethylene Glycol base suppository, such as The Magic Bullet, will reduce bowel care time by 50%(J Spinal CordMed1997;20:227 229).
,How should the Magic Bullet be inserted?,
,
Remove the suppository from the outer white wrapper. You should use a water-soluble lubricant such as KY or Surgilube to ease insertion and ensure ease of entry. Vaseline (Petroleum Jelly) should NEVER be used as it is a barrier between the active ingredient and the bowel.
,IMPORTANT PLEASE READ,
,Magic Bullets only need to be refrigerated if the household temperature goes above 76 degrees. It is not recommended that they ever be frozen. Freezing can destroy the effectiveness of the active ingredient rendering the Magic Bullet useless.,The Magic Bullet has a 6-month expiration date (shelf life). ","Aid for chronic constipation and bowel impaction
,Compare to Dulcolax, Theravac/Enemeez and Ceo-Two,Water based (not oil based),10mg bisacodyl suppository,Works within minutes",Magic Bullet,"MB100-BOX, MB-10 PACK",173,The name says it all! MAGIC,"I have been a C6 Quadriplegic for 21 years and have used many different types of bowel assisting products. I have used pre-filled saline enimas, mineral enemas and bisacodyl enemas. I have used all the different types of suppositories as well. You name it and I have tried it. The Magic bullet suppositories however works the best. They are reliable, fast acting, and safe. I work 50 hours a week so I need a product such as this. It has given me great confidence in that all the bowel is gone and I don't need to worry about accidents. I highly recommend this product to anyone who is not regular or has bowel complications. You will be extremely satisfied!",Doug the C6 Quad,2/6/20
https://www.allegromedical.com/products/products-magic-bullet-suppository-laxative-suppositories-10mg-bisacodyl-suppository/,Magic Bullet Suppository - Box Of 100 Expires in October 2021,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/4/_48_cf_magic-bullet-suppository-190938-medium_0.jpg,178 190938,,Magic Bullet,64.990000,"
The one of a kind ,Magic Bullet Suppository, is designed to aid with chronic constipation and bowel impaction. ,Who uses the Magic Bullet Suppository?,
,The typical user of the Magic Bullet Suppository is an individual with a Spinal Cord Injury (SCI)or disease, multiple sclerosis, traumatic brain injury, spina bifida, long-term care, or stroke where damage occurred to the nerves that allow a person to control bowel movements. Additionally, any persons suffering from constipation associated with oncology or opioid treatment. Magic Bullet Suppositories are incorporated into Bowel Management programs for individuals with neurogenic bowels to help prevent unplanned bowel movements and other bowel problems such as constipation, diarrhea, and impaction. The Magic Bullet Suppository® is recommended by most major rehab centers.
,What ingredients are in the Magic Bullet Suppository?,
,10mg of bisacodyl ,Polyethylene Glycol base (water-soluble),Why use the Magic Bullet Suppository vs. Dulcolax, Theravac/Enemeez, CEO-TWO, Fleets, and hydrogenated vegetable oil-based bisacodyl (HVB) suppositories?,
,
Dulcolax and the other Bisacodyl suppositories have the same active ingredient (10mg Bisacodyl) as The Magic Bullet. The base or carrier of the active ingredient in the suppository is what differentiates the Magic Bullet from all of the rest. The Magic Bullet uses a Polyethylene Glycol base which is water-soluble. This base allows the Bisacodyl to be activated by the body’s own moisture shortly after insertion. The Dulcolax and other Bisacodyl suppositories use a vegetable oil base. This type of base takes longer to work because it needs time to be melted by the body's heat, which can cause continued mucosal irritation with resultant mucus accidents (anal leakage) hours after the Bowel Program (BP).
,
Clinical Studies have shown that The Magic Bullet proves to be just as effective as mini enemas like Therevac and Enemeez in a bowel program plus they're easier to use as it requires less hand dexterity.
,
The Magic Bullet uses stimulation of the bowel wall to cause peristalsis to push out the stool. CeoTwo on the other hand produces a gas inside the bowel which relaxes the bowel, causing the movement.
,
The Magic Bullet is far less costly than its competition. Less than half the price of Dulcolax, and less than a quarter the price of mini enemas.
,
Finally, it is concluded that the replacement of hydrogenated vegetable oil-based bisacodyl (HVB) suppositories with Polyethylene Glycol base suppository, such as The Magic Bullet, will reduce bowel care time by 50%(J Spinal CordMed1997;20:227 229).
,How should the Magic Bullet be inserted?,
,
Remove the suppository from the outer white wrapper. You should use a water-soluble lubricant such as KY or Surgilube to ease insertion and ensure ease of entry. Vaseline (Petroleum Jelly) should NEVER be used as it is a barrier between the active ingredient and the bowel.
,IMPORTANT PLEASE READ,
,Magic Bullets only need to be refrigerated if the household temperature goes above 76 degrees. It is not recommended that they ever be frozen. Freezing can destroy the effectiveness of the active ingredient rendering the Magic Bullet useless.,The Magic Bullet has a 6-month expiration date (shelf life). ","Aid for chronic constipation and bowel impaction
,Compare to Dulcolax, Theravac/Enemeez and Ceo-Two,Water based (not oil based),10mg bisacodyl suppository,Works within minutes",Magic Bullet,"MB100-BOX, MB-10 PACK",173,MB indispensable for paraplegics,"MB acts within 20 minutes, which is far superior to other suppositories. Other suppositories that lack the MB excipient can take up to several hours to have an effect.",EmptyTinCan,11/22/19
https://www.allegromedical.com/products/products-magic-bullet-suppository-laxative-suppositories-10mg-bisacodyl-suppository/,Magic Bullet Suppository - Box Of 100 Expires in October 2021,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/4/_48_cf_magic-bullet-suppository-190938-medium_0.jpg,178 190938,,Magic Bullet,64.990000,"
The one of a kind ,Magic Bullet Suppository, is designed to aid with chronic constipation and bowel impaction. ,Who uses the Magic Bullet Suppository?,
,The typical user of the Magic Bullet Suppository is an individual with a Spinal Cord Injury (SCI)or disease, multiple sclerosis, traumatic brain injury, spina bifida, long-term care, or stroke where damage occurred to the nerves that allow a person to control bowel movements. Additionally, any persons suffering from constipation associated with oncology or opioid treatment. Magic Bullet Suppositories are incorporated into Bowel Management programs for individuals with neurogenic bowels to help prevent unplanned bowel movements and other bowel problems such as constipation, diarrhea, and impaction. The Magic Bullet Suppository® is recommended by most major rehab centers.
,What ingredients are in the Magic Bullet Suppository?,
,10mg of bisacodyl ,Polyethylene Glycol base (water-soluble),Why use the Magic Bullet Suppository vs. Dulcolax, Theravac/Enemeez, CEO-TWO, Fleets, and hydrogenated vegetable oil-based bisacodyl (HVB) suppositories?,
,
Dulcolax and the other Bisacodyl suppositories have the same active ingredient (10mg Bisacodyl) as The Magic Bullet. The base or carrier of the active ingredient in the suppository is what differentiates the Magic Bullet from all of the rest. The Magic Bullet uses a Polyethylene Glycol base which is water-soluble. This base allows the Bisacodyl to be activated by the body’s own moisture shortly after insertion. The Dulcolax and other Bisacodyl suppositories use a vegetable oil base. This type of base takes longer to work because it needs time to be melted by the body's heat, which can cause continued mucosal irritation with resultant mucus accidents (anal leakage) hours after the Bowel Program (BP).
,
Clinical Studies have shown that The Magic Bullet proves to be just as effective as mini enemas like Therevac and Enemeez in a bowel program plus they're easier to use as it requires less hand dexterity.
,
The Magic Bullet uses stimulation of the bowel wall to cause peristalsis to push out the stool. CeoTwo on the other hand produces a gas inside the bowel which relaxes the bowel, causing the movement.
,
The Magic Bullet is far less costly than its competition. Less than half the price of Dulcolax, and less than a quarter the price of mini enemas.
,
Finally, it is concluded that the replacement of hydrogenated vegetable oil-based bisacodyl (HVB) suppositories with Polyethylene Glycol base suppository, such as The Magic Bullet, will reduce bowel care time by 50%(J Spinal CordMed1997;20:227 229).
,How should the Magic Bullet be inserted?,
,
Remove the suppository from the outer white wrapper. You should use a water-soluble lubricant such as KY or Surgilube to ease insertion and ensure ease of entry. Vaseline (Petroleum Jelly) should NEVER be used as it is a barrier between the active ingredient and the bowel.
,IMPORTANT PLEASE READ,
,Magic Bullets only need to be refrigerated if the household temperature goes above 76 degrees. It is not recommended that they ever be frozen. Freezing can destroy the effectiveness of the active ingredient rendering the Magic Bullet useless.,The Magic Bullet has a 6-month expiration date (shelf life). ","Aid for chronic constipation and bowel impaction
,Compare to Dulcolax, Theravac/Enemeez and Ceo-Two,Water based (not oil based),10mg bisacodyl suppository,Works within minutes",Magic Bullet,"MB100-BOX, MB-10 PACK",173,Good product,Work great and fast. The only down side is that they are very expensive and so is the shipping.,Tank,10/30/19
https://www.allegromedical.com/products/products-magic-bullet-suppository-laxative-suppositories-10mg-bisacodyl-suppository/,Magic Bullet Suppository - Box Of 100 Expires in October 2021,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/4/_48_cf_magic-bullet-suppository-190938-medium_0.jpg,178 190938,,Magic Bullet,64.990000,"
The one of a kind ,Magic Bullet Suppository, is designed to aid with chronic constipation and bowel impaction. ,Who uses the Magic Bullet Suppository?,
,The typical user of the Magic Bullet Suppository is an individual with a Spinal Cord Injury (SCI)or disease, multiple sclerosis, traumatic brain injury, spina bifida, long-term care, or stroke where damage occurred to the nerves that allow a person to control bowel movements. Additionally, any persons suffering from constipation associated with oncology or opioid treatment. Magic Bullet Suppositories are incorporated into Bowel Management programs for individuals with neurogenic bowels to help prevent unplanned bowel movements and other bowel problems such as constipation, diarrhea, and impaction. The Magic Bullet Suppository® is recommended by most major rehab centers.
,What ingredients are in the Magic Bullet Suppository?,
,10mg of bisacodyl ,Polyethylene Glycol base (water-soluble),Why use the Magic Bullet Suppository vs. Dulcolax, Theravac/Enemeez, CEO-TWO, Fleets, and hydrogenated vegetable oil-based bisacodyl (HVB) suppositories?,
,
Dulcolax and the other Bisacodyl suppositories have the same active ingredient (10mg Bisacodyl) as The Magic Bullet. The base or carrier of the active ingredient in the suppository is what differentiates the Magic Bullet from all of the rest. The Magic Bullet uses a Polyethylene Glycol base which is water-soluble. This base allows the Bisacodyl to be activated by the body’s own moisture shortly after insertion. The Dulcolax and other Bisacodyl suppositories use a vegetable oil base. This type of base takes longer to work because it needs time to be melted by the body's heat, which can cause continued mucosal irritation with resultant mucus accidents (anal leakage) hours after the Bowel Program (BP).
,
Clinical Studies have shown that The Magic Bullet proves to be just as effective as mini enemas like Therevac and Enemeez in a bowel program plus they're easier to use as it requires less hand dexterity.
,
The Magic Bullet uses stimulation of the bowel wall to cause peristalsis to push out the stool. CeoTwo on the other hand produces a gas inside the bowel which relaxes the bowel, causing the movement.
,
The Magic Bullet is far less costly than its competition. Less than half the price of Dulcolax, and less than a quarter the price of mini enemas.
,
Finally, it is concluded that the replacement of hydrogenated vegetable oil-based bisacodyl (HVB) suppositories with Polyethylene Glycol base suppository, such as The Magic Bullet, will reduce bowel care time by 50%(J Spinal CordMed1997;20:227 229).
,How should the Magic Bullet be inserted?,
,
Remove the suppository from the outer white wrapper. You should use a water-soluble lubricant such as KY or Surgilube to ease insertion and ensure ease of entry. Vaseline (Petroleum Jelly) should NEVER be used as it is a barrier between the active ingredient and the bowel.
,IMPORTANT PLEASE READ,
,Magic Bullets only need to be refrigerated if the household temperature goes above 76 degrees. It is not recommended that they ever be frozen. Freezing can destroy the effectiveness of the active ingredient rendering the Magic Bullet useless.,The Magic Bullet has a 6-month expiration date (shelf life). ","Aid for chronic constipation and bowel impaction
,Compare to Dulcolax, Theravac/Enemeez and Ceo-Two,Water based (not oil based),10mg bisacodyl suppository,Works within minutes",Magic Bullet,"MB100-BOX, MB-10 PACK",173,Magic bullets,Good price,Cyn,10/1/19
https://www.allegromedical.com/products/products-magic-bullet-suppository-laxative-suppositories-10mg-bisacodyl-suppository/,Magic Bullet Suppository - Box Of 100 Expires in October 2021,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/4/_48_cf_magic-bullet-suppository-190938-medium_0.jpg,178 190938,,Magic Bullet,64.990000,"
The one of a kind ,Magic Bullet Suppository, is designed to aid with chronic constipation and bowel impaction. ,Who uses the Magic Bullet Suppository?,
,The typical user of the Magic Bullet Suppository is an individual with a Spinal Cord Injury (SCI)or disease, multiple sclerosis, traumatic brain injury, spina bifida, long-term care, or stroke where damage occurred to the nerves that allow a person to control bowel movements. Additionally, any persons suffering from constipation associated with oncology or opioid treatment. Magic Bullet Suppositories are incorporated into Bowel Management programs for individuals with neurogenic bowels to help prevent unplanned bowel movements and other bowel problems such as constipation, diarrhea, and impaction. The Magic Bullet Suppository® is recommended by most major rehab centers.
,What ingredients are in the Magic Bullet Suppository?,
,10mg of bisacodyl ,Polyethylene Glycol base (water-soluble),Why use the Magic Bullet Suppository vs. Dulcolax, Theravac/Enemeez, CEO-TWO, Fleets, and hydrogenated vegetable oil-based bisacodyl (HVB) suppositories?,
,
Dulcolax and the other Bisacodyl suppositories have the same active ingredient (10mg Bisacodyl) as The Magic Bullet. The base or carrier of the active ingredient in the suppository is what differentiates the Magic Bullet from all of the rest. The Magic Bullet uses a Polyethylene Glycol base which is water-soluble. This base allows the Bisacodyl to be activated by the body’s own moisture shortly after insertion. The Dulcolax and other Bisacodyl suppositories use a vegetable oil base. This type of base takes longer to work because it needs time to be melted by the body's heat, which can cause continued mucosal irritation with resultant mucus accidents (anal leakage) hours after the Bowel Program (BP).
,
Clinical Studies have shown that The Magic Bullet proves to be just as effective as mini enemas like Therevac and Enemeez in a bowel program plus they're easier to use as it requires less hand dexterity.
,
The Magic Bullet uses stimulation of the bowel wall to cause peristalsis to push out the stool. CeoTwo on the other hand produces a gas inside the bowel which relaxes the bowel, causing the movement.
,
The Magic Bullet is far less costly than its competition. Less than half the price of Dulcolax, and less than a quarter the price of mini enemas.
,
Finally, it is concluded that the replacement of hydrogenated vegetable oil-based bisacodyl (HVB) suppositories with Polyethylene Glycol base suppository, such as The Magic Bullet, will reduce bowel care time by 50%(J Spinal CordMed1997;20:227 229).
,How should the Magic Bullet be inserted?,
,
Remove the suppository from the outer white wrapper. You should use a water-soluble lubricant such as KY or Surgilube to ease insertion and ensure ease of entry. Vaseline (Petroleum Jelly) should NEVER be used as it is a barrier between the active ingredient and the bowel.
,IMPORTANT PLEASE READ,
,Magic Bullets only need to be refrigerated if the household temperature goes above 76 degrees. It is not recommended that they ever be frozen. Freezing can destroy the effectiveness of the active ingredient rendering the Magic Bullet useless.,The Magic Bullet has a 6-month expiration date (shelf life). ","Aid for chronic constipation and bowel impaction
,Compare to Dulcolax, Theravac/Enemeez and Ceo-Two,Water based (not oil based),10mg bisacodyl suppository,Works within minutes",Magic Bullet,"MB100-BOX, MB-10 PACK",173,expiration date,"This product is great. However, the box(of 100) we received from this company expired just 104 days from date received. Very short. Disappointed.",LD in NC,5/27/19
https://www.allegromedical.com/products/products-magic-bullet-suppository-laxative-suppositories-10mg-bisacodyl-suppository/,Magic Bullet Suppository - Box Of 100 Expires in October 2021,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/4/_48_cf_magic-bullet-suppository-190938-medium_0.jpg,178 190938,,Magic Bullet,64.990000,"
The one of a kind ,Magic Bullet Suppository, is designed to aid with chronic constipation and bowel impaction. ,Who uses the Magic Bullet Suppository?,
,The typical user of the Magic Bullet Suppository is an individual with a Spinal Cord Injury (SCI)or disease, multiple sclerosis, traumatic brain injury, spina bifida, long-term care, or stroke where damage occurred to the nerves that allow a person to control bowel movements. Additionally, any persons suffering from constipation associated with oncology or opioid treatment. Magic Bullet Suppositories are incorporated into Bowel Management programs for individuals with neurogenic bowels to help prevent unplanned bowel movements and other bowel problems such as constipation, diarrhea, and impaction. The Magic Bullet Suppository® is recommended by most major rehab centers.
,What ingredients are in the Magic Bullet Suppository?,
,10mg of bisacodyl ,Polyethylene Glycol base (water-soluble),Why use the Magic Bullet Suppository vs. Dulcolax, Theravac/Enemeez, CEO-TWO, Fleets, and hydrogenated vegetable oil-based bisacodyl (HVB) suppositories?,
,
Dulcolax and the other Bisacodyl suppositories have the same active ingredient (10mg Bisacodyl) as The Magic Bullet. The base or carrier of the active ingredient in the suppository is what differentiates the Magic Bullet from all of the rest. The Magic Bullet uses a Polyethylene Glycol base which is water-soluble. This base allows the Bisacodyl to be activated by the body’s own moisture shortly after insertion. The Dulcolax and other Bisacodyl suppositories use a vegetable oil base. This type of base takes longer to work because it needs time to be melted by the body's heat, which can cause continued mucosal irritation with resultant mucus accidents (anal leakage) hours after the Bowel Program (BP).
,
Clinical Studies have shown that The Magic Bullet proves to be just as effective as mini enemas like Therevac and Enemeez in a bowel program plus they're easier to use as it requires less hand dexterity.
,
The Magic Bullet uses stimulation of the bowel wall to cause peristalsis to push out the stool. CeoTwo on the other hand produces a gas inside the bowel which relaxes the bowel, causing the movement.
,
The Magic Bullet is far less costly than its competition. Less than half the price of Dulcolax, and less than a quarter the price of mini enemas.
,
Finally, it is concluded that the replacement of hydrogenated vegetable oil-based bisacodyl (HVB) suppositories with Polyethylene Glycol base suppository, such as The Magic Bullet, will reduce bowel care time by 50%(J Spinal CordMed1997;20:227 229).
,How should the Magic Bullet be inserted?,
,
Remove the suppository from the outer white wrapper. You should use a water-soluble lubricant such as KY or Surgilube to ease insertion and ensure ease of entry. Vaseline (Petroleum Jelly) should NEVER be used as it is a barrier between the active ingredient and the bowel.
,IMPORTANT PLEASE READ,
,Magic Bullets only need to be refrigerated if the household temperature goes above 76 degrees. It is not recommended that they ever be frozen. Freezing can destroy the effectiveness of the active ingredient rendering the Magic Bullet useless.,The Magic Bullet has a 6-month expiration date (shelf life). ","Aid for chronic constipation and bowel impaction
,Compare to Dulcolax, Theravac/Enemeez and Ceo-Two,Water based (not oil based),10mg bisacodyl suppository,Works within minutes",Magic Bullet,"MB100-BOX, MB-10 PACK",173,Life is that much easier now...,Other suppositories did not work for me. My wife found these for me after I had surgery on my elbow and absolutely needed a different solution. These things just work. Period. Never going back to anything else,Bird,11/3/18
https://www.allegromedical.com/products/products-magic-bullet-suppository-laxative-suppositories-10mg-bisacodyl-suppository/,Magic Bullet Suppository - Box Of 100 Expires in October 2021,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/4/_48_cf_magic-bullet-suppository-190938-medium_0.jpg,178 190938,,Magic Bullet,64.990000,"
The one of a kind ,Magic Bullet Suppository, is designed to aid with chronic constipation and bowel impaction. ,Who uses the Magic Bullet Suppository?,
,The typical user of the Magic Bullet Suppository is an individual with a Spinal Cord Injury (SCI)or disease, multiple sclerosis, traumatic brain injury, spina bifida, long-term care, or stroke where damage occurred to the nerves that allow a person to control bowel movements. Additionally, any persons suffering from constipation associated with oncology or opioid treatment. Magic Bullet Suppositories are incorporated into Bowel Management programs for individuals with neurogenic bowels to help prevent unplanned bowel movements and other bowel problems such as constipation, diarrhea, and impaction. The Magic Bullet Suppository® is recommended by most major rehab centers.
,What ingredients are in the Magic Bullet Suppository?,
,10mg of bisacodyl ,Polyethylene Glycol base (water-soluble),Why use the Magic Bullet Suppository vs. Dulcolax, Theravac/Enemeez, CEO-TWO, Fleets, and hydrogenated vegetable oil-based bisacodyl (HVB) suppositories?,
,
Dulcolax and the other Bisacodyl suppositories have the same active ingredient (10mg Bisacodyl) as The Magic Bullet. The base or carrier of the active ingredient in the suppository is what differentiates the Magic Bullet from all of the rest. The Magic Bullet uses a Polyethylene Glycol base which is water-soluble. This base allows the Bisacodyl to be activated by the body’s own moisture shortly after insertion. The Dulcolax and other Bisacodyl suppositories use a vegetable oil base. This type of base takes longer to work because it needs time to be melted by the body's heat, which can cause continued mucosal irritation with resultant mucus accidents (anal leakage) hours after the Bowel Program (BP).
,
Clinical Studies have shown that The Magic Bullet proves to be just as effective as mini enemas like Therevac and Enemeez in a bowel program plus they're easier to use as it requires less hand dexterity.
,
The Magic Bullet uses stimulation of the bowel wall to cause peristalsis to push out the stool. CeoTwo on the other hand produces a gas inside the bowel which relaxes the bowel, causing the movement.
,
The Magic Bullet is far less costly than its competition. Less than half the price of Dulcolax, and less than a quarter the price of mini enemas.
,
Finally, it is concluded that the replacement of hydrogenated vegetable oil-based bisacodyl (HVB) suppositories with Polyethylene Glycol base suppository, such as The Magic Bullet, will reduce bowel care time by 50%(J Spinal CordMed1997;20:227 229).
,How should the Magic Bullet be inserted?,
,
Remove the suppository from the outer white wrapper. You should use a water-soluble lubricant such as KY or Surgilube to ease insertion and ensure ease of entry. Vaseline (Petroleum Jelly) should NEVER be used as it is a barrier between the active ingredient and the bowel.
,IMPORTANT PLEASE READ,
,Magic Bullets only need to be refrigerated if the household temperature goes above 76 degrees. It is not recommended that they ever be frozen. Freezing can destroy the effectiveness of the active ingredient rendering the Magic Bullet useless.,The Magic Bullet has a 6-month expiration date (shelf life). ","Aid for chronic constipation and bowel impaction
,Compare to Dulcolax, Theravac/Enemeez and Ceo-Two,Water based (not oil based),10mg bisacodyl suppository,Works within minutes",Magic Bullet,"MB100-BOX, MB-10 PACK",173,Great product,this is the only place I know where to order this product....keep it in stock at all times....thanks,Jesse,3/15/18
https://www.allegromedical.com/products/switch-sticks-quad-sticks-cane/,Switch Sticks Quad Sticks Cane - Huntington,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/e/_eb_3b_intellinetix-vibrating-arthritis-gloves-567351-medium_0.jpg,762 567351,Be the first to review this product,Switch Sticks,38.060000,"AllegroMedical.com presents The Switch Sticks Quad Sticks Cane. For those needing a little extra support, quad sticks are unique in that they offer reassurance with style. In a range of contemporary designs with four feet, they simply stand ready for your use. The quad stick has 4 points of contact with the ground providing increased stability and extra support when walking.,Circles was designed using a black shaft with red, pink and purple accents to create a retro look and feel. Switch Stick's Huntington design brings out the nature-lover in you with its variety of green tones and classic stripes pattern. ,Features:,:, Easy to grip wooden handle,:, Can be used in either hand to prevent tripping,Adjustable:,Conveniently adjusts from 27 - 36"" in 1"" increments to support varying user heights,:, Lightweight aluminum supports up to 264 lbs.,Specifications,:,264 lb. Weight Capacity,1 Year Warranty,Cane Weights 1.8 lbs.","Comfortable,Interchangeable,Adjustable,Safe and Secure,264 lb. Weight Capacity,1 Year Warranty",Switch Sticks,"502-2001-5105, 502-2001-5102",,,,,
https://www.allegromedical.com/products/switch-sticks-quad-sticks-cane/,Switch Sticks Quad Sticks Cane - Circles,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/e/_eb_3b_intellinetix-vibrating-arthritis-gloves-567351-medium_0.jpg,762 567351,Be the first to review this product,Switch Sticks,34.380000,"AllegroMedical.com presents The Switch Sticks Quad Sticks Cane. For those needing a little extra support, quad sticks are unique in that they offer reassurance with style. In a range of contemporary designs with four feet, they simply stand ready for your use. The quad stick has 4 points of contact with the ground providing increased stability and extra support when walking.,Circles was designed using a black shaft with red, pink and purple accents to create a retro look and feel. Switch Stick's Huntington design brings out the nature-lover in you with its variety of green tones and classic stripes pattern. ,Features:,:, Easy to grip wooden handle,:, Can be used in either hand to prevent tripping,Adjustable:,Conveniently adjusts from 27 - 36"" in 1"" increments to support varying user heights,:, Lightweight aluminum supports up to 264 lbs.,Specifications,:,264 lb. Weight Capacity,1 Year Warranty,Cane Weights 1.8 lbs.","Comfortable,Interchangeable,Adjustable,Safe and Secure,264 lb. Weight Capacity,1 Year Warranty",Switch Sticks,"502-2001-5105, 502-2001-5102",,,,,
https://www.allegromedical.com/products/brazos-twisted-walnut-handcrafted-wood-cane-with-derby-handle/,Brazos Twisted Walnut Handcrafted Wood Cane with Derby Handle - 37 Inches,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/e/_e9_69_brazos-twisted-walnut-handcrafted-wood-cane-with-derby-handle-585974-medium_0.jpg,762 585974,Be the first to review this product,Brazos,61.250000,"AllegroMedical.com presents The Brazos Walking Sticks Twisted Walnut Walking Cane with Derby Handle. The Twisted Walnut Walking Cane is functional and elegant, making it the perfect walking aid for anyone looking for handcrafted quality along with beauty. The smooth, polished wood will feel good in your hand. You'll feel safer, knowing you have a strong, solid companion at your side to help keep you balanced. A majestic twist highlights this classic walking cane, made from the choicest walnut, a tight-grained hardwood with a beautiful finish. The handle on the Twisted Walnut Walking Cane is one of Brazos's handcrafted walking cane handles, intricately shaped to fit your hand. Like all of Brazos's finely crafted walking sticks and canes, the Twisted Walnut Walking Cane is made in the USA by skilled craftsmen using the highest quality wood and time-tested methods., , Made in America, One at a Time,Unlike sterile, lifeless metal canes and poles, Brazos walking canes offer natural appeal because they are made from real wood. You can see the fine detail and beauty of the actual tree when you look at one. Each cane is a work of art. Plus, because they are solid wood, there are no moving parts to become unstable. Brazos Walking Sticks is family operated and located in the beautiful Brazos River Valley of Central Texas. Each walking stick is handcrafted by skilled local craftsmen. ,How to Size a Walking Cane,For walking canes, a standard 37-inch size is a good starting place for most adults. For taller folks, we offer 40-inch canes as well. If you are shorter, we offer 34 inch canes, too. Cane sizing is best achieved by standing up straight, relaxing your arm naturally to the side, and having someone measure the distance from your wrist to the floor. A good cane size should allow for an elbow that is slightly bent. ,Features,:,If you're looking for a solid wood walking cane with stunning good looks, this is the cane for you. This beautiful, lightweight walking cane is not only functional but elegant looking. You'll feel more secure and stable with this strong companion at your side. ,Unlike lifeless metal canes, this cane is crafted from natural wood the choicest walnut, a hardwood with a beautiful finish, which makes it a true work of art and a one-of-a-kind treasure.,The cane has classic appeal but with an interesting twist that makes it truly unique. Don't be surprised if people ask where you got it!,The smooth derby style handle is intricately shaped to fit your hand. The rubber tip at the bottom helps you gain good traction and feel safer. ,Each walking cane is made in the USA by master woodworkers. Handcrafted, one at a time. ,Walnut","If you're looking for a solid wood walking cane with stunning good looks, this is the cane for you. This beautiful, lightweight walking cane is not only functional but elegant looking. You'll feel more secure and stable with this strong companion at your side. ,Unlike lifeless metal canes, this cane is crafted from natural wood the choicest walnut, a hardwood with a beautiful finish, which makes it a true work of art and a one-of-a-kind treasure.,The cane has classic appeal but with an interesting twist that makes it truly unique. Don't be surprised if people ask where you got it!",Brazos,502-3000-0093,,,,,
