Detail URL,Name,Image,Item#,Reviews,Brand,Price($),Details,Features,Brand Name,Manufacturer No,No of Reviews
https://www.allegromedical.com/products/body-sox-therapeutic-sacks/,Body Sox Therapeutic Sacks - Large - User Heights of 56,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/8/4/849-0506.jpg,849 0506,,Body Sox,53.430000,"Body Sox Therapeutic Sacks are the Winners of the , Body Sox will inspire your own Magical Performance!,Body Sox, are fun, therapeutic sacks constructed from four-way stretch Lycra® with a reinforced hook and loop opening. Body Sox teach both adults and children all about special relationships and gross motor control. Supplies proprioceptive feedback that leads to normalized muscle movements and a new awareness of the body. Translucent, so individuals can see shapes around them.,Body Sox, are specifically designed for spacial awareness and interaction. Once inside, users find themselves in a private domain that lures them into kinesthetic exploration. As they move their shapes become art-like. They become enraptured as they begin to understand and explore the 3-dimensional space they individually occupy.,Body Sox, users quickly find out how easily it is to transform space and how balance and coordination affect this transformation. Users of the Body Sox can create dancing images such as rolling rocks, hatching eggs, moving puzzle pieces, birds of flight and more! Body Sox has a hook-and-loop fastener(s) opening and comes in four sizes.,Body Sox Sizes,Small for User Heights 40"" - 46"",Medium for User Heights 47"" - 55"",Large for User Heights 56"" - 65"",Extra-Large for User Heights 66"" - 73""","Activity guide included
,Colors vary and cannot be chosen
,Encourages creative movement
,Reinforces spacial awareness
",Body Sox,"705469, 8176, 1008177104",9
https://www.allegromedical.com/products/body-sox-therapeutic-sacks/,Body Sox Therapeutic Sacks - X-Large - User Heights of 66,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/8/4/849-0506.jpg,849 0506,,Body Sox,68.830000,"Body Sox Therapeutic Sacks are the Winners of the , Body Sox will inspire your own Magical Performance!,Body Sox, are fun, therapeutic sacks constructed from four-way stretch Lycra® with a reinforced hook and loop opening. Body Sox teach both adults and children all about special relationships and gross motor control. Supplies proprioceptive feedback that leads to normalized muscle movements and a new awareness of the body. Translucent, so individuals can see shapes around them.,Body Sox, are specifically designed for spacial awareness and interaction. Once inside, users find themselves in a private domain that lures them into kinesthetic exploration. As they move their shapes become art-like. They become enraptured as they begin to understand and explore the 3-dimensional space they individually occupy.,Body Sox, users quickly find out how easily it is to transform space and how balance and coordination affect this transformation. Users of the Body Sox can create dancing images such as rolling rocks, hatching eggs, moving puzzle pieces, birds of flight and more! Body Sox has a hook-and-loop fastener(s) opening and comes in four sizes.,Body Sox Sizes,Small for User Heights 40"" - 46"",Medium for User Heights 47"" - 55"",Large for User Heights 56"" - 65"",Extra-Large for User Heights 66"" - 73""","Activity guide included
,Colors vary and cannot be chosen
,Encourages creative movement
,Reinforces spacial awareness
",Body Sox,"705469, 8176, 1008177104",9
https://www.allegromedical.com/products/adjustable-height-cane-seat/,Adjustable Height Cane Seat,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/5/_53_95_drive-deluxe-folding-cane-seat-562103-medium_0.jpg,762 0045,,Drive,$34.57,"Deluxe Folding Cane Seat, by Drive Medical. This cane folds out to provide a comfortable seat to rest on when open, and a sturdy support cane when closed. It features a strong aluminum construction with a tri-pod design and vinyl contoured tipped legs. The seat itself is 8.4"" in diameter and 20"" from the ground. When closed the cane is 34"" tall and weighs only 1.3 lbs. The most amazing part about this lightweight piece of genius is that it can support 250 lbs! Pick one up today.,Also available is the adjustable height folding cane seat. The height on this product can be adjusted from 34"" to 38"" inches, meaning the seat actually adjusts from 19"" to 22"" from the floor. If you need a little more flexibility with your cane height or seat height, choose the adjustable cane.","From walking stick to restful seat in an instant,250 lb. weight capacity,Weighs less than 2 lbs",Drive,RTL10365-ADJ,8
https://www.allegromedical.com/products/adjustable-height-cane-seat/,Adjustable Height Cane Seat,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/5/_53_95_drive-deluxe-folding-cane-seat-562103-medium_0.jpg,762 0045,,Drive,$34.57,"Deluxe Folding Cane Seat, by Drive Medical. This cane folds out to provide a comfortable seat to rest on when open, and a sturdy support cane when closed. It features a strong aluminum construction with a tri-pod design and vinyl contoured tipped legs. The seat itself is 8.4"" in diameter and 20"" from the ground. When closed the cane is 34"" tall and weighs only 1.3 lbs. The most amazing part about this lightweight piece of genius is that it can support 250 lbs! Pick one up today.,Also available is the adjustable height folding cane seat. The height on this product can be adjusted from 34"" to 38"" inches, meaning the seat actually adjusts from 19"" to 22"" from the floor. If you need a little more flexibility with your cane height or seat height, choose the adjustable cane.","From walking stick to restful seat in an instant,250 lb. weight capacity,Weighs less than 2 lbs",Drive,RTL10365-ADJ,8
https://www.allegromedical.com/products/adjustable-height-cane-seat/,Adjustable Height Cane Seat,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/5/_53_95_drive-deluxe-folding-cane-seat-562103-medium_0.jpg,762 0045,,Drive,$34.57,"Deluxe Folding Cane Seat, by Drive Medical. This cane folds out to provide a comfortable seat to rest on when open, and a sturdy support cane when closed. It features a strong aluminum construction with a tri-pod design and vinyl contoured tipped legs. The seat itself is 8.4"" in diameter and 20"" from the ground. When closed the cane is 34"" tall and weighs only 1.3 lbs. The most amazing part about this lightweight piece of genius is that it can support 250 lbs! Pick one up today.,Also available is the adjustable height folding cane seat. The height on this product can be adjusted from 34"" to 38"" inches, meaning the seat actually adjusts from 19"" to 22"" from the floor. If you need a little more flexibility with your cane height or seat height, choose the adjustable cane.","From walking stick to restful seat in an instant,250 lb. weight capacity,Weighs less than 2 lbs",Drive,RTL10365-ADJ,8
https://www.allegromedical.com/products/adjustable-height-cane-seat/,Adjustable Height Cane Seat,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/5/_53_95_drive-deluxe-folding-cane-seat-562103-medium_0.jpg,762 0045,,Drive,$34.57,"Deluxe Folding Cane Seat, by Drive Medical. This cane folds out to provide a comfortable seat to rest on when open, and a sturdy support cane when closed. It features a strong aluminum construction with a tri-pod design and vinyl contoured tipped legs. The seat itself is 8.4"" in diameter and 20"" from the ground. When closed the cane is 34"" tall and weighs only 1.3 lbs. The most amazing part about this lightweight piece of genius is that it can support 250 lbs! Pick one up today.,Also available is the adjustable height folding cane seat. The height on this product can be adjusted from 34"" to 38"" inches, meaning the seat actually adjusts from 19"" to 22"" from the floor. If you need a little more flexibility with your cane height or seat height, choose the adjustable cane.","From walking stick to restful seat in an instant,250 lb. weight capacity,Weighs less than 2 lbs",Drive,RTL10365-ADJ,8
https://www.allegromedical.com/products/adjustable-height-cane-seat/,Adjustable Height Cane Seat,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/5/_53_95_drive-deluxe-folding-cane-seat-562103-medium_0.jpg,762 0045,,Drive,$34.57,"Deluxe Folding Cane Seat, by Drive Medical. This cane folds out to provide a comfortable seat to rest on when open, and a sturdy support cane when closed. It features a strong aluminum construction with a tri-pod design and vinyl contoured tipped legs. The seat itself is 8.4"" in diameter and 20"" from the ground. When closed the cane is 34"" tall and weighs only 1.3 lbs. The most amazing part about this lightweight piece of genius is that it can support 250 lbs! Pick one up today.,Also available is the adjustable height folding cane seat. The height on this product can be adjusted from 34"" to 38"" inches, meaning the seat actually adjusts from 19"" to 22"" from the floor. If you need a little more flexibility with your cane height or seat height, choose the adjustable cane.","From walking stick to restful seat in an instant,250 lb. weight capacity,Weighs less than 2 lbs",Drive,RTL10365-ADJ,8
https://www.allegromedical.com/products/adjustable-height-cane-seat/,Adjustable Height Cane Seat,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/5/_53_95_drive-deluxe-folding-cane-seat-562103-medium_0.jpg,762 0045,,Drive,$34.57,"Deluxe Folding Cane Seat, by Drive Medical. This cane folds out to provide a comfortable seat to rest on when open, and a sturdy support cane when closed. It features a strong aluminum construction with a tri-pod design and vinyl contoured tipped legs. The seat itself is 8.4"" in diameter and 20"" from the ground. When closed the cane is 34"" tall and weighs only 1.3 lbs. The most amazing part about this lightweight piece of genius is that it can support 250 lbs! Pick one up today.,Also available is the adjustable height folding cane seat. The height on this product can be adjusted from 34"" to 38"" inches, meaning the seat actually adjusts from 19"" to 22"" from the floor. If you need a little more flexibility with your cane height or seat height, choose the adjustable cane.","From walking stick to restful seat in an instant,250 lb. weight capacity,Weighs less than 2 lbs",Drive,RTL10365-ADJ,8
https://www.allegromedical.com/products/adjustable-height-cane-seat/,Adjustable Height Cane Seat,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/5/_53_95_drive-deluxe-folding-cane-seat-562103-medium_0.jpg,762 0045,,Drive,$34.57,"Deluxe Folding Cane Seat, by Drive Medical. This cane folds out to provide a comfortable seat to rest on when open, and a sturdy support cane when closed. It features a strong aluminum construction with a tri-pod design and vinyl contoured tipped legs. The seat itself is 8.4"" in diameter and 20"" from the ground. When closed the cane is 34"" tall and weighs only 1.3 lbs. The most amazing part about this lightweight piece of genius is that it can support 250 lbs! Pick one up today.,Also available is the adjustable height folding cane seat. The height on this product can be adjusted from 34"" to 38"" inches, meaning the seat actually adjusts from 19"" to 22"" from the floor. If you need a little more flexibility with your cane height or seat height, choose the adjustable cane.","From walking stick to restful seat in an instant,250 lb. weight capacity,Weighs less than 2 lbs",Drive,RTL10365-ADJ,8
https://www.allegromedical.com/products/adjustable-height-cane-seat/,Adjustable Height Cane Seat,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/5/_53_95_drive-deluxe-folding-cane-seat-562103-medium_0.jpg,762 0045,,Drive,$34.57,"Deluxe Folding Cane Seat, by Drive Medical. This cane folds out to provide a comfortable seat to rest on when open, and a sturdy support cane when closed. It features a strong aluminum construction with a tri-pod design and vinyl contoured tipped legs. The seat itself is 8.4"" in diameter and 20"" from the ground. When closed the cane is 34"" tall and weighs only 1.3 lbs. The most amazing part about this lightweight piece of genius is that it can support 250 lbs! Pick one up today.,Also available is the adjustable height folding cane seat. The height on this product can be adjusted from 34"" to 38"" inches, meaning the seat actually adjusts from 19"" to 22"" from the floor. If you need a little more flexibility with your cane height or seat height, choose the adjustable cane.","From walking stick to restful seat in an instant,250 lb. weight capacity,Weighs less than 2 lbs",Drive,RTL10365-ADJ,8
https://www.allegromedical.com/products/stander-security-pole-and-curve-grab-bar/,Stander Cane - Right,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/1/4/141-0220a.jpg,141 0220,,Stander Inc,220.660000,"The ,Stander Inc Security Pole with Curved Grab Bar, offers secure, safe support for sitting, standing or transferring. If you have a low couch or chair that has become hard to rise from, install the Security Pole with Curved Grab Bar from Stander Inc! It works great at your bedside and in the bathroom. And because no wall mounts are needed, you can use it anywhere in your home, exactly where it is needed. When you want to get up, use the Curved Grab Bar to rise to a standing position. The 4 handles of the Curved Grab Bar let you 'climb' to a standing position while also providing support as you get your footing. The Curved Grab Bar also pivots, locking in place at 8 points (every 45º). Installation is simple and secure. The floor to ceiling Security Pole is tension mounted and comes with its own wrench so no other tools are required. It is not necessary but, If desired, the ceiling mount can be permanently installed with the included wood screws.,Security Pole & Curve Grab Bar Features:,2 products in 1: Floor to ceiling pole with pivoting Curve Grab Bar that locks in place at 8 different positions, every 45 degrees,Adjustable: fits ceiling heights 7ft to 10ft,Portable: Main pole easily separates into two 53"" pieces making it easy to transport,Adaptable: No need for wall mounts, can be installed in virtually any area of a
room, exactly where it is needed,Security Pole & Curve Grab Bar Specifications:,Rust resistant zinc plated steel with Durable powder coat finish,Fits ceiling heights: range of 7-10 ft ceiling,Weight Capacity: 300lbs,Weight of Product: 20lbs,Package Dimensions: 54"" L x 12.5"" W x 2.75"" H","Minimal installation required,Use anywhere in your house where you need assistance,Safe support for sitting, standing or transferring",Stander Inc,"1100A, 7500-R",25
https://www.allegromedical.com/products/stander-security-pole-and-curve-grab-bar/,Stander Cane - Right,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/1/4/141-0220a.jpg,141 0220,,Stander Inc,220.660000,"The ,Stander Inc Security Pole with Curved Grab Bar, offers secure, safe support for sitting, standing or transferring. If you have a low couch or chair that has become hard to rise from, install the Security Pole with Curved Grab Bar from Stander Inc! It works great at your bedside and in the bathroom. And because no wall mounts are needed, you can use it anywhere in your home, exactly where it is needed. When you want to get up, use the Curved Grab Bar to rise to a standing position. The 4 handles of the Curved Grab Bar let you 'climb' to a standing position while also providing support as you get your footing. The Curved Grab Bar also pivots, locking in place at 8 points (every 45º). Installation is simple and secure. The floor to ceiling Security Pole is tension mounted and comes with its own wrench so no other tools are required. It is not necessary but, If desired, the ceiling mount can be permanently installed with the included wood screws.,Security Pole & Curve Grab Bar Features:,2 products in 1: Floor to ceiling pole with pivoting Curve Grab Bar that locks in place at 8 different positions, every 45 degrees,Adjustable: fits ceiling heights 7ft to 10ft,Portable: Main pole easily separates into two 53"" pieces making it easy to transport,Adaptable: No need for wall mounts, can be installed in virtually any area of a
room, exactly where it is needed,Security Pole & Curve Grab Bar Specifications:,Rust resistant zinc plated steel with Durable powder coat finish,Fits ceiling heights: range of 7-10 ft ceiling,Weight Capacity: 300lbs,Weight of Product: 20lbs,Package Dimensions: 54"" L x 12.5"" W x 2.75"" H","Minimal installation required,Use anywhere in your house where you need assistance,Safe support for sitting, standing or transferring",Stander Inc,"1100A, 7500-R",25
https://www.allegromedical.com/products/stander-security-pole-and-curve-grab-bar/,Stander Cane - Right,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/1/4/141-0220a.jpg,141 0220,,Stander Inc,220.660000,"The ,Stander Inc Security Pole with Curved Grab Bar, offers secure, safe support for sitting, standing or transferring. If you have a low couch or chair that has become hard to rise from, install the Security Pole with Curved Grab Bar from Stander Inc! It works great at your bedside and in the bathroom. And because no wall mounts are needed, you can use it anywhere in your home, exactly where it is needed. When you want to get up, use the Curved Grab Bar to rise to a standing position. The 4 handles of the Curved Grab Bar let you 'climb' to a standing position while also providing support as you get your footing. The Curved Grab Bar also pivots, locking in place at 8 points (every 45º). Installation is simple and secure. The floor to ceiling Security Pole is tension mounted and comes with its own wrench so no other tools are required. It is not necessary but, If desired, the ceiling mount can be permanently installed with the included wood screws.,Security Pole & Curve Grab Bar Features:,2 products in 1: Floor to ceiling pole with pivoting Curve Grab Bar that locks in place at 8 different positions, every 45 degrees,Adjustable: fits ceiling heights 7ft to 10ft,Portable: Main pole easily separates into two 53"" pieces making it easy to transport,Adaptable: No need for wall mounts, can be installed in virtually any area of a
room, exactly where it is needed,Security Pole & Curve Grab Bar Specifications:,Rust resistant zinc plated steel with Durable powder coat finish,Fits ceiling heights: range of 7-10 ft ceiling,Weight Capacity: 300lbs,Weight of Product: 20lbs,Package Dimensions: 54"" L x 12.5"" W x 2.75"" H","Minimal installation required,Use anywhere in your house where you need assistance,Safe support for sitting, standing or transferring",Stander Inc,"1100A, 7500-R",25
https://www.allegromedical.com/products/stander-security-pole-and-curve-grab-bar/,Stander Cane - Right,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/1/4/141-0220a.jpg,141 0220,,Stander Inc,220.660000,"The ,Stander Inc Security Pole with Curved Grab Bar, offers secure, safe support for sitting, standing or transferring. If you have a low couch or chair that has become hard to rise from, install the Security Pole with Curved Grab Bar from Stander Inc! It works great at your bedside and in the bathroom. And because no wall mounts are needed, you can use it anywhere in your home, exactly where it is needed. When you want to get up, use the Curved Grab Bar to rise to a standing position. The 4 handles of the Curved Grab Bar let you 'climb' to a standing position while also providing support as you get your footing. The Curved Grab Bar also pivots, locking in place at 8 points (every 45º). Installation is simple and secure. The floor to ceiling Security Pole is tension mounted and comes with its own wrench so no other tools are required. It is not necessary but, If desired, the ceiling mount can be permanently installed with the included wood screws.,Security Pole & Curve Grab Bar Features:,2 products in 1: Floor to ceiling pole with pivoting Curve Grab Bar that locks in place at 8 different positions, every 45 degrees,Adjustable: fits ceiling heights 7ft to 10ft,Portable: Main pole easily separates into two 53"" pieces making it easy to transport,Adaptable: No need for wall mounts, can be installed in virtually any area of a
room, exactly where it is needed,Security Pole & Curve Grab Bar Specifications:,Rust resistant zinc plated steel with Durable powder coat finish,Fits ceiling heights: range of 7-10 ft ceiling,Weight Capacity: 300lbs,Weight of Product: 20lbs,Package Dimensions: 54"" L x 12.5"" W x 2.75"" H","Minimal installation required,Use anywhere in your house where you need assistance,Safe support for sitting, standing or transferring",Stander Inc,"1100A, 7500-R",25
https://www.allegromedical.com/products/stander-security-pole-and-curve-grab-bar/,Stander Cane - Right,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/1/4/141-0220a.jpg,141 0220,,Stander Inc,220.660000,"The ,Stander Inc Security Pole with Curved Grab Bar, offers secure, safe support for sitting, standing or transferring. If you have a low couch or chair that has become hard to rise from, install the Security Pole with Curved Grab Bar from Stander Inc! It works great at your bedside and in the bathroom. And because no wall mounts are needed, you can use it anywhere in your home, exactly where it is needed. When you want to get up, use the Curved Grab Bar to rise to a standing position. The 4 handles of the Curved Grab Bar let you 'climb' to a standing position while also providing support as you get your footing. The Curved Grab Bar also pivots, locking in place at 8 points (every 45º). Installation is simple and secure. The floor to ceiling Security Pole is tension mounted and comes with its own wrench so no other tools are required. It is not necessary but, If desired, the ceiling mount can be permanently installed with the included wood screws.,Security Pole & Curve Grab Bar Features:,2 products in 1: Floor to ceiling pole with pivoting Curve Grab Bar that locks in place at 8 different positions, every 45 degrees,Adjustable: fits ceiling heights 7ft to 10ft,Portable: Main pole easily separates into two 53"" pieces making it easy to transport,Adaptable: No need for wall mounts, can be installed in virtually any area of a
room, exactly where it is needed,Security Pole & Curve Grab Bar Specifications:,Rust resistant zinc plated steel with Durable powder coat finish,Fits ceiling heights: range of 7-10 ft ceiling,Weight Capacity: 300lbs,Weight of Product: 20lbs,Package Dimensions: 54"" L x 12.5"" W x 2.75"" H","Minimal installation required,Use anywhere in your house where you need assistance,Safe support for sitting, standing or transferring",Stander Inc,"1100A, 7500-R",25
https://www.allegromedical.com/products/stander-security-pole-and-curve-grab-bar/,Stander Cane - Right,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/1/4/141-0220a.jpg,141 0220,,Stander Inc,220.660000,"The ,Stander Inc Security Pole with Curved Grab Bar, offers secure, safe support for sitting, standing or transferring. If you have a low couch or chair that has become hard to rise from, install the Security Pole with Curved Grab Bar from Stander Inc! It works great at your bedside and in the bathroom. And because no wall mounts are needed, you can use it anywhere in your home, exactly where it is needed. When you want to get up, use the Curved Grab Bar to rise to a standing position. The 4 handles of the Curved Grab Bar let you 'climb' to a standing position while also providing support as you get your footing. The Curved Grab Bar also pivots, locking in place at 8 points (every 45º). Installation is simple and secure. The floor to ceiling Security Pole is tension mounted and comes with its own wrench so no other tools are required. It is not necessary but, If desired, the ceiling mount can be permanently installed with the included wood screws.,Security Pole & Curve Grab Bar Features:,2 products in 1: Floor to ceiling pole with pivoting Curve Grab Bar that locks in place at 8 different positions, every 45 degrees,Adjustable: fits ceiling heights 7ft to 10ft,Portable: Main pole easily separates into two 53"" pieces making it easy to transport,Adaptable: No need for wall mounts, can be installed in virtually any area of a
room, exactly where it is needed,Security Pole & Curve Grab Bar Specifications:,Rust resistant zinc plated steel with Durable powder coat finish,Fits ceiling heights: range of 7-10 ft ceiling,Weight Capacity: 300lbs,Weight of Product: 20lbs,Package Dimensions: 54"" L x 12.5"" W x 2.75"" H","Minimal installation required,Use anywhere in your house where you need assistance,Safe support for sitting, standing or transferring",Stander Inc,"1100A, 7500-R",25
https://www.allegromedical.com/products/stander-security-pole-and-curve-grab-bar/,Stander Cane - Right,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/1/4/141-0220a.jpg,141 0220,,Stander Inc,220.660000,"The ,Stander Inc Security Pole with Curved Grab Bar, offers secure, safe support for sitting, standing or transferring. If you have a low couch or chair that has become hard to rise from, install the Security Pole with Curved Grab Bar from Stander Inc! It works great at your bedside and in the bathroom. And because no wall mounts are needed, you can use it anywhere in your home, exactly where it is needed. When you want to get up, use the Curved Grab Bar to rise to a standing position. The 4 handles of the Curved Grab Bar let you 'climb' to a standing position while also providing support as you get your footing. The Curved Grab Bar also pivots, locking in place at 8 points (every 45º). Installation is simple and secure. The floor to ceiling Security Pole is tension mounted and comes with its own wrench so no other tools are required. It is not necessary but, If desired, the ceiling mount can be permanently installed with the included wood screws.,Security Pole & Curve Grab Bar Features:,2 products in 1: Floor to ceiling pole with pivoting Curve Grab Bar that locks in place at 8 different positions, every 45 degrees,Adjustable: fits ceiling heights 7ft to 10ft,Portable: Main pole easily separates into two 53"" pieces making it easy to transport,Adaptable: No need for wall mounts, can be installed in virtually any area of a
room, exactly where it is needed,Security Pole & Curve Grab Bar Specifications:,Rust resistant zinc plated steel with Durable powder coat finish,Fits ceiling heights: range of 7-10 ft ceiling,Weight Capacity: 300lbs,Weight of Product: 20lbs,Package Dimensions: 54"" L x 12.5"" W x 2.75"" H","Minimal installation required,Use anywhere in your house where you need assistance,Safe support for sitting, standing or transferring",Stander Inc,"1100A, 7500-R",25
https://www.allegromedical.com/products/stander-security-pole-and-curve-grab-bar/,Stander Cane - Right,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/1/4/141-0220a.jpg,141 0220,,Stander Inc,220.660000,"The ,Stander Inc Security Pole with Curved Grab Bar, offers secure, safe support for sitting, standing or transferring. If you have a low couch or chair that has become hard to rise from, install the Security Pole with Curved Grab Bar from Stander Inc! It works great at your bedside and in the bathroom. And because no wall mounts are needed, you can use it anywhere in your home, exactly where it is needed. When you want to get up, use the Curved Grab Bar to rise to a standing position. The 4 handles of the Curved Grab Bar let you 'climb' to a standing position while also providing support as you get your footing. The Curved Grab Bar also pivots, locking in place at 8 points (every 45º). Installation is simple and secure. The floor to ceiling Security Pole is tension mounted and comes with its own wrench so no other tools are required. It is not necessary but, If desired, the ceiling mount can be permanently installed with the included wood screws.,Security Pole & Curve Grab Bar Features:,2 products in 1: Floor to ceiling pole with pivoting Curve Grab Bar that locks in place at 8 different positions, every 45 degrees,Adjustable: fits ceiling heights 7ft to 10ft,Portable: Main pole easily separates into two 53"" pieces making it easy to transport,Adaptable: No need for wall mounts, can be installed in virtually any area of a
room, exactly where it is needed,Security Pole & Curve Grab Bar Specifications:,Rust resistant zinc plated steel with Durable powder coat finish,Fits ceiling heights: range of 7-10 ft ceiling,Weight Capacity: 300lbs,Weight of Product: 20lbs,Package Dimensions: 54"" L x 12.5"" W x 2.75"" H","Minimal installation required,Use anywhere in your house where you need assistance,Safe support for sitting, standing or transferring",Stander Inc,"1100A, 7500-R",25
https://www.allegromedical.com/products/stander-security-pole-and-curve-grab-bar/,Stander Cane - Right,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/1/4/141-0220a.jpg,141 0220,,Stander Inc,220.660000,"The ,Stander Inc Security Pole with Curved Grab Bar, offers secure, safe support for sitting, standing or transferring. If you have a low couch or chair that has become hard to rise from, install the Security Pole with Curved Grab Bar from Stander Inc! It works great at your bedside and in the bathroom. And because no wall mounts are needed, you can use it anywhere in your home, exactly where it is needed. When you want to get up, use the Curved Grab Bar to rise to a standing position. The 4 handles of the Curved Grab Bar let you 'climb' to a standing position while also providing support as you get your footing. The Curved Grab Bar also pivots, locking in place at 8 points (every 45º). Installation is simple and secure. The floor to ceiling Security Pole is tension mounted and comes with its own wrench so no other tools are required. It is not necessary but, If desired, the ceiling mount can be permanently installed with the included wood screws.,Security Pole & Curve Grab Bar Features:,2 products in 1: Floor to ceiling pole with pivoting Curve Grab Bar that locks in place at 8 different positions, every 45 degrees,Adjustable: fits ceiling heights 7ft to 10ft,Portable: Main pole easily separates into two 53"" pieces making it easy to transport,Adaptable: No need for wall mounts, can be installed in virtually any area of a
room, exactly where it is needed,Security Pole & Curve Grab Bar Specifications:,Rust resistant zinc plated steel with Durable powder coat finish,Fits ceiling heights: range of 7-10 ft ceiling,Weight Capacity: 300lbs,Weight of Product: 20lbs,Package Dimensions: 54"" L x 12.5"" W x 2.75"" H","Minimal installation required,Use anywhere in your house where you need assistance,Safe support for sitting, standing or transferring",Stander Inc,"1100A, 7500-R",25
https://www.allegromedical.com/products/stander-security-pole-and-curve-grab-bar/,Stander Cane - Right,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/1/4/141-0220a.jpg,141 0220,,Stander Inc,220.660000,"The ,Stander Inc Security Pole with Curved Grab Bar, offers secure, safe support for sitting, standing or transferring. If you have a low couch or chair that has become hard to rise from, install the Security Pole with Curved Grab Bar from Stander Inc! It works great at your bedside and in the bathroom. And because no wall mounts are needed, you can use it anywhere in your home, exactly where it is needed. When you want to get up, use the Curved Grab Bar to rise to a standing position. The 4 handles of the Curved Grab Bar let you 'climb' to a standing position while also providing support as you get your footing. The Curved Grab Bar also pivots, locking in place at 8 points (every 45º). Installation is simple and secure. The floor to ceiling Security Pole is tension mounted and comes with its own wrench so no other tools are required. It is not necessary but, If desired, the ceiling mount can be permanently installed with the included wood screws.,Security Pole & Curve Grab Bar Features:,2 products in 1: Floor to ceiling pole with pivoting Curve Grab Bar that locks in place at 8 different positions, every 45 degrees,Adjustable: fits ceiling heights 7ft to 10ft,Portable: Main pole easily separates into two 53"" pieces making it easy to transport,Adaptable: No need for wall mounts, can be installed in virtually any area of a
room, exactly where it is needed,Security Pole & Curve Grab Bar Specifications:,Rust resistant zinc plated steel with Durable powder coat finish,Fits ceiling heights: range of 7-10 ft ceiling,Weight Capacity: 300lbs,Weight of Product: 20lbs,Package Dimensions: 54"" L x 12.5"" W x 2.75"" H","Minimal installation required,Use anywhere in your house where you need assistance,Safe support for sitting, standing or transferring",Stander Inc,"1100A, 7500-R",25
https://www.allegromedical.com/products/attends-skin-protectant-washcloth-wipes-scented/,Attends Skin Protectant Washcloth Wipes - Scented - Case of 576,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/c/_c3_cc_attends-skin-protectant-washcloth-wipes-scented-556416-medium_0.jpg,098 556416,,Attends,37.400000,"Gentle, moisturizing Attends Washcloths provide convenient, one-step skincare, safeguarding against rashes and infections. These premium soft cloths have a pH-balanced cleansing formula and Soothing Soft Cream™ lotion for a gentle feel against the skin. They are hypoallergenic and 100% free of parabens, latex, and alcohol. Used in conjunction with our body-worn products and underpads, Attends Washcloths deliver a complete solution for skin wellness., Safeguard against rashes and infections
, Premium soft material
, pH-balanced cleansing formula
, Free of parabens, latex, and alcohol
, Scented
","Pre-moistened Adult Washcolths,With Aloe & Vitamin E,Fresh clean scent,Paraben Free",Attends,WCPP1000,13
https://www.allegromedical.com/products/attends-skin-protectant-washcloth-wipes-scented/,Attends Skin Protectant Washcloth Wipes - Scented - Case of 576,https://www.allegromedical.com/media/catalog/product/cache/245a440e56007005bd7f3fd02cfb9075/_/c/_c3_cc_attends-skin-protectant-washcloth-wipes-scented-556416-medium_0.jpg,098 556416,,Attends,37.400000,"Gentle, moisturizing Attends Washcloths provide convenient, one-step skincare, safeguarding against rashes and infections. These premium soft cloths have a pH-balanced cleansing formula and Soothing Soft Cream™ lotion for a gentle feel against the skin. They are hypoallergenic and 100% free of parabens, latex, and alcohol. Used in conjunction with our body-worn products and underpads, Attends Washcloths deliver a complete solution for skin wellness., Safeguard against rashes and infections
, Premium soft material
, pH-balanced cleansing formula
, Free of parabens, latex, and alcohol
, Scented
","Pre-moistened Adult Washcolths,With Aloe & Vitamin E,Fresh clean scent,Paraben Free",Attends,WCPP1000,13
