Ser,Job Title,Location,Country,Job Time type,Start Date,Job Req ID,Job Description
71,Associate Dentist - Got Smile Dental Centre,"Napanee, Ontario",Canada,Part time,2023-07-05,JR6903,"About us:  At Got Smile Dental, our doctors and team are committed to providing comfortable and quality care to all our patients. Our team consists of exceptionally trained individuals who strive to make our patients’ dental experience as comfortable and pleasant as possible. Got Smile is a general dentistry practice located in Napanee, Ontario. We offer a wide range of dental services including general dentistry, cosmetic dentistry, endodontics, Invisalign, and more!We pride ourselves on providing quality dental care and 5.0 stars on Google reviews, evidence of our exceptional patient service, commitment to continuous learning, and innovative technology.Our modern practice is located in a shopping plaza at 35 Jim Kimmett Blvd, in the heart of Napanee.http://www.gotsmiledental.com/Services Schedule:Mondays 830am-5pmWednesday 830am-5pmFridays 9am-4pmBenefits of Joining Our Team:Associate Development Program: A structured yet flexible learning initiative with curated offerings from top clinicians and mentors where you will receive individualized learning &amp; development plans, Priority access to free in-person learning &amp; webinars, discounted rates on courses and access to Study Clubs and online professional communities.Ortho Acceleration Program &amp; Align Partnership: A strategic partnership with Align Technology that provides exclusive benefits, dedicated learning opportunities and enhanced treatment planning support.  Implant Program: Our Associates benefit from customized training and dedicated learning opportunities for implant placement and restoration, supported by our strategic partnership with Nobel Biocare.Network of Experienced Dental Professionals: You will have opportunities for formal and structured mentorship with esteemed team members and colleagues and access to industry-leading experts in various dental disciplines.Path to Partnership: dentalcorp provides a clear path to practice leadership for Associates who wish to move beyond their clinical role and become the business leader of a practice.About You:Graduate from an accredited DDS/DMD Program or successful completion of the National Dental Examining Board of Canada (NDEB) Equivalency ProcessRegistered and in good standing with provincial licensing requirementsValid CPR certificationAll applicants must be domiciled in Canada. We thank all applicants, but only suitable applicants will be contacted. Applicants with a disability who require reasonable accommodation for any part of the application process and thereafter can contact our Talent Team at 416-558-3883. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
80,Associate Dentist - Manor Park Dental,"Ottawa, Ontario",Canada,Part time,2023-08-04,JR6823,"About us:  Manor Park Dental is an established, and busy dental practice located in the beautiful east end of Ottawa! We achieve and maintain quality oral health care in a dynamic, professional, and friendly environment. We offer a wide variety of dental services for both children and adults, from preventative and Orthodontic care to restorative, and cosmetic procedures.We pride ourselves on providing quality dental care and 4.9stars on Google reviews is evidence of our exceptional patient service, commitment to continuous learning, and innovative technology.Services Schedule:Wednesdays- 8-4pmFridays 8-4pmBenefits of Joining Our Team:Associate Development Program: A structured yet flexible learning initiative with curated offerings from top clinicians and mentors where you will receive individualized learning &amp; development plans, Priority access to free in-person learning &amp; webinars, discounted rates on courses and access to Study Clubs and online professional communities.Ortho Acceleration Program &amp; Align Partnership: A strategic partnership with Align Technology that provides exclusive benefits, dedicated learning opportunities and enhanced treatment planning support.  Implant Program: Our Associates benefit from customized training and dedicated learning opportunities for implant placement and restoration, supported by our strategic partnership with Nobel Biocare.Network of Experienced Dental Professionals: You will have opportunities for formal and structured mentorship with esteemed team members and colleagues and access to industry-leading experts in various dental disciplines.Path to Partnership: dentalcorp provides a clear path to practice leadership for Associates who wish to move beyond their clinical role and become the business leader of a practice.About You:Graduate from an accredited DDS/DMD Program or successful completion of the National Dental Examining Board of Canada (NDEB) Equivalency ProcessRegistered and in good standing with provincial licensing requirementsValid CPR certificationAll applicants must be domiciled in Canada. We thank all applicants, but only suitable applicants will be contacted. Applicants with a disability who require reasonable accommodation for any part of the application process and thereafter can contact our Talent Team at 416-558-3883. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
79,Associate Dentist-Main Street Dental,Main Street Dental,Canada,Full time,2023-07-31,JR7233,"About us: Conveniently located at 200 Main Street in Fredericton, New Brunswick, Main Street Dental has been serving the Fredericton community since 2004.We are committed to providing the best quality care to our patients, by offering a range of dental services, including preventive and restorative care that aims to help you achieve optimal oral health. Our team, led by Dr. Joe Cairns, prides ourselves on providing quality dental care to each and every patient with excellent customer service and great staff.Additionally, through working within our network of clinics, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to the advanced treatment, training, development, and support.http://www.dentreception&#64;bellaliant.comServices Schedule: Full-time, 40 hours per weekno evenings or weekends, flexible vacation &amp; dental benefits provided by the practiceBenefits of Joining Our Team:Associate Development Program: A structured yet flexible learning initiative with curated offerings from top clinicians and mentors where you will receive individualized learning &amp; development plans, Priority access to free in-person learning &amp; webinars, discounted rates on courses and access to Study Clubs and online professional communities.Ortho Acceleration Program &amp; Align Partnership: A strategic partnership with Align Technology that provides exclusive benefits, dedicated learning opportunities and enhanced treatment planning support.  Implant Program: Our Associates benefit from customized training and dedicated learning opportunities for implant placement and restoration, supported by our strategic partnership with Nobel Biocare.Network of Experienced Dental Professionals: You will have opportunities for formal and structured mentorship with esteemed team members and colleagues and access to industry-leading experts in various dental disciplines.Path to Partnership: dentalcorp provides a clear path to practice leadership for Associates who wish to move beyond their clinical role and become the business leader of a practice.About You:Graduate from an accredited DDS/DMD Program or successful completion of the National Dental Examining Board of Canada (NDEB) Equivalency ProcessRegistered and in good standing with provincial licensing requirementsValid CPR certificationAll applicants must be domiciled in Canada. We thank all applicants, but only suitable applicants will be contacted. Applicants with a disability who require reasonable accommodation for any part of the application process and thereafter can contact our Talent Team at 416-558-3883. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
78,Associate Dentist - Centre Dentaire BLM,"Dieppe, New Brunswick",Canada,Full time,2023-06-15,JR5811,"About us: At BLM Dental Centre, located downtown Dieppe at 200 Champlain Street, Dr. Yanik Boucher, Dr. Frederic Levesque, Dr. Jennifer Maltais &amp; Dr. Danie Bujold are committed to providing exceptional patient experience through our family-oriented team and state-of-the-art technology.  We offer competitive compensation and benefits packages for your outstanding performance while prioritizing work-life balance through no evening/weekend shifts, and social events.We pride ourselves on providing quality dental care and 5.0 stars on Google reviews, evidence of our exceptional patient service, commitment to continuous learning and innovative technology. Additionally, through working within our network of clinics, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to the advanced treatment technologies and training &amp; development, and support.www.en.centredentaireblm.ca/Services Schedule: Mon - Thurs 8-5pmBenefits of Joining Our Team:Associate Development Program: A structured yet flexible learning initiative with curated offerings from top clinicians and mentors where you will receive individualized learning &amp; development plans, Priority access to free in-person learning &amp; webinars, discounted rates on courses and access to Study Clubs and online professional communities.Ortho Acceleration Program &amp; Align Partnership: A strategic partnership with Align Technology that provides exclusive benefits, dedicated learning opportunities and enhanced treatment planning support.  Implant Program: Our Associates benefit from customized training and dedicated learning opportunities for implant placement and restoration, supported by our strategic partnership with Nobel Biocare.Network of Experienced Dental Professionals: You will have opportunities for formal and structured mentorship with esteemed team members and colleagues and access to industry-leading experts in various dental disciplines.Path to Partnership: dentalcorp provides a clear path to practice leadership for Associates who wish to move beyond their clinical role and become the business leader of a practice.About You:Graduate from an accredited DDS/DMD Program or successful completion of the National Dental Examining Board of Canada (NDEB) Equivalency ProcessRegistered and in good standing with provincial licensing requirementsValid CPR certificationAll applicants must be domiciled in Canada. We thank all applicants, but only suitable applicants will be contacted. Applicants with a disability who require reasonable accommodation for any part of the application process and thereafter can contact our Talent Team at 416-558-3883. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
76,Associate Dentist - Cor-Dent Dental Centre,"Winnipeg, Manitoba",Canada,Full time,2023-08-03,JR7461,"We are looking for an Associate to join our Team at our well-established, 6 operatory, productive, and modern family dental practice.About us:  Conveniently located in the heart of Winnipeg, Cor-Dent Dental Centre has been serving the community for over 25 years. Our practice offers a complete range of dental services, including general, pediatric, restorative, and cosmetic dentistry.Led by Dr. Sundeep Patel, our entire dental care team is dedicated to providing patients with the utmost friendly and professional care. We take great pride in our patient testimonials and 5.0-star Google reviews, evidence of our exceptional patient service, commitment to continuous learning, and innovative technology, including an intraoral scanner.Additionally, through working within the dentalcorp network, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to advanced treatment technologies, training, development, and support.http://www.cor-dent.comService Schedule:Monday 7:15 am - 6:00 pmTuesday 7:15 am - 6:00 pmWednesday - 7:15 am - 7:30 pmThursday - 7:15 am - 6:00 pmFriday 7:15 am - 6:00 pmSaturday 8:30 am - 3:00 pmThe Associate position is for Mondays, Tuesdays, and Thursdays, with occasional Saturdays.Benefits of Joining Our Team:• Associate Development Program: A structured yet flexible learning initiative with curated offerings from top clinicians and mentors where you will receive individualized learning &amp; development plans, Priority access to free in-person learning &amp; webinars, discounted rates on courses, and access to Study Cubs and online professional communities.• Ortho Acceleration Program &amp; Align Partnership: A strategic partnership with Align Technology that provides exclusive benefits, dedicated learning opportunities, and enhanced treatment planning support.  • Implant Program: Our Associates benefit from customized training and dedicated learning opportunities for implant placement and restoration, supported by our strategic partnership with Nobel Biocare.• Network of Experienced Dental Professionals: You will have opportunities for formal and structured mentorship with esteemed team members and colleagues and access to industry-leading experts in various dental disciplines.• Path to Partnership: dentalcorp provides a clear path to practice leadership for Associates who wish to move beyond their clinical role and become the business leader of a practiceAbout You:• Graduate from an accredited DDS/DMD Program or successful completion of the National Dental Examining Board of Canada (NDEB) Equivalency Process• Registered and in good standing with provincial licensing requirements• Valid CPR certificationAll applicants must be domiciled in Canada. We thank all applicants, but only suitable applicants will be contacted. Applicants with a disability who require reasonable accommodation for any part of the application process and thereafter can contact our Talent Team at 416-558-3883. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
75,Locum Dentist- Family Dental Care Kitsilano,"Vancouver, British Columbia",Canada,Part time,2023-09-06,JR8040,"About Us:Family Dental Care Kitsilano has been in the beautiful Kitsilano area for many years, providing the care needed to maintain and achieve the smile our patients deserve. Our office offers a wide range of care, including general dentistry, cosmetic dentistry, emergency treatment, implants and more.The team at Family Dental Care Kitsilano is passionately dedicated to continuous improvement and continually upgrading the knowledge and skills which contribute to our patient&#39;s ongoing oral health. We pride ourselves on providing quality dental care and 4.8 stars on Google reviews, evidence of our exceptional patient service, commitment to continuous learning and innovative technology.Additionally, through working within the dentalcorp network, you will have the opportunity to work alongside and learn from some of the industry&#39;s leading clinicians and have greater access to advanced treatment technologies, training &amp; development, and support.Services Schedule:Thursday Jan 4th 8 am - 5 pm &amp; Friday Jan 5th 7:30 am - 4:30 pmBenefits of Joining Our Team:Associate Development Program: A structured yet flexible learning initiative with curated offerings from top clinicians and mentors where you will receive individualized learning &amp; development plans, Priority access to free in-person learning &amp; webinars, discounted rates on courses and access to Study Clubs and online professional communities.Ortho Acceleration Program &amp; Align Partnership: A strategic partnership with Align Technology that provides exclusive benefits, dedicated learning opportunities and enhanced treatment planning support.  Implant Program: Our Associates benefit from customized training and dedicated learning opportunities for implant placement and restoration, supported by our strategic partnership with Nobel Biocare.Network of Experienced Dental Professionals: You will have opportunities for formal and structured mentorship with esteemed team members and colleagues and access to industry-leading experts in various dental disciplines.Path to Partnership: dentalcorp provides a clear path to practice leadership for Associates who wish to move beyond their clinical role and become the business leader of a practice.About You:Graduate from an accredited DDS/DMD Program or successful completion of the National Dental Examining Board of Canada (NDEB) Equivalency ProcessRegistered and in good standing with provincial licensing requirementsValid CPR certificationAll applicants must be domiciled in Canada. We thank all applicants, but only suitable applicants will be contacted. Applicants with a disability who require reasonable accommodation for any part of the application process and thereafter can contact our Talent Team at 416-558-3883. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
77,Associate Dentist - Southwood Dental Studio,"London, Ontario",Canada,Part time,2023-05-05,JR4728,"About us: Southwood Dental Studio has built an excellent reputation within London and the surrounding communities. We are known for our friendly, family-oriented, professional practice with doctors and staff who truly care about our patients’ health and well-being. We serve the areas of Colonel Talbot, Southdale, Fanshawe, and Highbury (Kilally).At Southwood Dental Studio, the technology we use helps us provide patients with efficient dental care including dental lasers, digital x-rays and intraoral scanners.With 4.8 stars on Google reviews, evidently shows our exceptional patient service, commitment to continuous learning and innovative technology.https://southwooddentalstudio.com/Services Schedule: Part TimeThursdays 12pm-8pmFridays 8am - 4pmEvery other Saturday 8am-4pmBenefits of Joining Our Team:Associate Development Program: A structured yet flexible learning initiative with curated offerings from top clinicians and mentors where you will receive individualized learning &amp; development plans, Priority access to free in-person learning &amp; webinars, discounted rates on courses and access to Study Cubs and online professional communities.Ortho Acceleration Program &amp; Align Partnership: A strategic partnership with Align Technology that provides exclusive benefits, dedicated learning opportunities and enhanced treatment planning support.  Implant Program: Our Associates benefit from customized training and dedicated learning opportunities for implant placement and restoration, supported by our strategic partnership with Nobel Biocare.Network of Experienced Dental Professionals: You will have opportunities for formal and structured mentorship with esteemed team members and colleagues and access to industry-leading experts in various dental disciplines.Path to Partnership: dentalcorp provides a clear path to practice leadership for Associates who wish to move beyond their clinical role and become the business leader of a practice.About You:Graduate from an accredited DDS/DMD Program or successful completion of the National Dental Examining Board of Canada (NDEB) Equivalency ProcessRegistered and in good standing with provincial licensing requirementsValid CPR certificationAll applicants must be domiciled in Canada. We thank all applicants, but only suitable applicants will be contacted. Applicants with a disability who require reasonable accommodation for any part of the application process and thereafter can contact our Talent Team at 416-558-3883. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
70,Associate Dentist - Winnipeg Square Dental,"Winnipeg, Manitoba",Canada,Part time,2023-06-15,JR1372,"About us:  At Winnipeg Square Dental Centre, we take pride in providing professional and dedicated dental services to our patients. Our services include Invisalign, dental implants, gum reshaping, and cosmetic reshaping. Dr. Jerry Baluta, one of our experienced dentists, is committed to continuing education and regularly attends courses and earns certifications to stay up-to-date with the latest advancements in dentistry. Our practice is also technologically advanced, utilizing Invisalign Outcome Simulator, dental lasers, intraoral cameras, and CEREC to ensure high-quality and efficient dental care. We are conveniently located in Downtown Winnipeg to serve the community.  Additionally, through working within the dentalcorp network, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to the advanced treatment technologies and training &amp; development, and support.                                              https://www.winnipegsquaredental.com/site/homeServices Schedule: Part-time, 3 days a weekBenefits of Joining Our Team:• Associate Development Program: A structured yet flexible learning initiative with curated offerings from top clinicians and mentors where you will receive individualized learning &amp; development plans, Priority access to free in-person learning &amp; webinars, discounted rates on courses and access to Study Cubs and online professional communities.• Ortho Acceleration Program &amp; Align Partnership: A strategic partnership with Align Technology that provides exclusive benefits, dedicated learning opportunities and enhanced treatment planning support.  • Implant Program: Our Associates benefit from customized training and dedicated learning opportunities for implant placement and restoration, supported by our strategic partnership with Nobel Biocare.• Network of Experienced Dental Professionals: You will have opportunities for formal and structured mentorship with esteemed team members and colleagues and access to industry-leading experts in various dental disciplines.• Path to Partnership: dentalcorp provides a clear path to practice leadership for Associates who wish to move beyond their clinical role and become the business leader of a practiceAbout You:• Graduate from an accredited DDS/DMD Program or successful completion of the National Dental Examining Board of Canada (NDEB) Equivalency Process• Registered and in good standing with provincial licensing requirements• Valid CPR certificationAll applicants must be domiciled in Canada. We thank all applicants, but only suitable applicants will be contacted. Applicants with a disability who require reasonable accommodation for any part of the application process and thereafter can contact our Talent Team at 416-558-3883. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
74,Associate Dentist- North Delta Dental Professionals,"Delta, British Columbia",Canada,Part time,2023-08-21,JR7815,"About Us:Since 1987, North Delta Dental Professionals have been committed to general dentistry &amp; orthodontics in the North Delta and Surrey area. Our dental office provides patients with compassionate, professional, and patient-centered care.Dr. Glenn Chu and his team offer the best preventative care, restorative treatments, and orthodontics. Using proven techniques, patients are ensured to have the highest standard of care in a warm and relaxing environment. Our office is equipped with inhalation sedation (laughing gas) for patients requiring extra comfort. We pride ourselves on providing quality dental care and 4.3 stars on Google reviews, evidence of our exceptional patient service, commitment to continuous learning, and innovative technology.Additionally, through working within the dentalcorp network, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to advanced treatment technologies, training &amp; development, and support.https://dentistinnorthdelta.com/Services Schedule:2-3 days per week8:30 am- 5:00 pmBenefits of Joining Our Team:Associate Development Program: A structured yet flexible learning initiative with curated offerings from top clinicians and mentors where you will receive individualized learning &amp; development plans, Priority access to free in-person learning &amp; webinars, discounted rates on courses and access to Study Clubs and online professional communities.Ortho Acceleration Program &amp; Align Partnership: A strategic partnership with Align Technology that provides exclusive benefits, dedicated learning opportunities and enhanced treatment planning support.  Implant Program: Our Associates benefit from customized training and dedicated learning opportunities for implant placement and restoration, supported by our strategic partnership with Nobel Biocare.Network of Experienced Dental Professionals: You will have opportunities for formal and structured mentorship with esteemed team members and colleagues and access to industry-leading experts in various dental disciplines.Path to Partnership: dentalcorp provides a clear path to practice leadership for Associates who wish to move beyond their clinical role and become the business leader of a practice.About You:Graduate from an accredited DDS/DMD Program or successful completion of the National Dental Examining Board of Canada (NDEB) Equivalency ProcessRegistered and in good standing with provincial licensing requirementsValid CPR certificationAll applicants must be domiciled in Canada. We thank all applicants, but only suitable applicants will be contacted. Applicants with a disability who require reasonable accommodation for any part of the application process and thereafter can contact our Talent Team at 416-558-3883. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
73,Locum Associate Dentist - Southwest Dental Care,"London, Ontario",Canada,Full time,2023-08-16,JR7690,"About us: Southwest Dental Care is a family practice that has been providing quality dental care for more than 32 years in London, Ontario. Our comprehensive dental services include general dentistry (fillings for cavities, crowns, bridges, dentures, root canals), orthodontics, cosmetic dentistry (whitening, veneers, inlays and onlays, bonding), dental implants, gum therapy and oral cancer screening.At Southwest Dental Care, the technology we use helps us provide patients with efficient dental care including dental lasers, digital x-rays and the iTero intraoral scanner. We pride ourselves on providing quality dental care and 4.8 stars on Google reviews, evidence of our exceptional patient service, commitment to continuous learning and innovative technologyHead over to our website to learn more!https://www.southwestdentalcare.ca/site/homeServices Schedule: Locum Associate Needed Full TimeMonday - Friday October 30, 2023 - December 1st, 2023Benefits of Joining Our Team:Associate Development Program: A structured yet flexible learning initiative with curated offerings from top clinicians and mentors where you will receive individualized learning &amp; development plans, Priority access to free in-person learning &amp; webinars, discounted rates on courses and access to Study Clubs and online professional communities.Ortho Acceleration Program &amp; Align Partnership: A strategic partnership with Align Technology that provides exclusive benefits, dedicated learning opportunities and enhanced treatment planning support.  Implant Program: Our Associates benefit from customized training and dedicated learning opportunities for implant placement and restoration, supported by our strategic partnership with Nobel Biocare.Network of Experienced Dental Professionals: You will have opportunities for formal and structured mentorship with esteemed team members and colleagues and access to industry-leading experts in various dental disciplines.Path to Partnership: dentalcorp provides a clear path to practice leadership for Associates who wish to move beyond their clinical role and become the business leader of a practice.About You:Graduate from an accredited DDS/DMD Program or successful completion of the National Dental Examining Board of Canada (NDEB) Equivalency ProcessRegistered and in good standing with provincial licensing requirementsValid CPR certificationAll applicants must be domiciled in Canada. We thank all applicants, but only suitable applicants will be contacted. Applicants with a disability who require reasonable accommodation for any part of the application process and thereafter can contact our Talent Team at 416-558-3883. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
89,Dentiste - Région de l'Estrie,"Windsor, Quebec",Canada,Full time,2023-05-17,JR5880,"À propos  :Nous sommes à la recherche d&#39;un ou une dentiste dès Août, pour une de nos cliniques en Estrie. Nous désirons assurer un service exceptionnel à notre distinguée clientèle. Nos traitements sont multidisciplinaires et nous effectuons des traitements de haute voltige ainsi que des traitements de base.Nous ciblons des dentistes d’expérience aussi bien que des dentistes finissants (tes). Nous anticipons à l’avance d’avoir une relève, qui saura assurer et effectuer des traitements de qualité pour tous nos patients.Horaire des services: flexible, 2 à 4 jours par semaineL’emploi offertNous sommes à la recherche d’un(e) dentiste au pourcentage, sur une base contractuelle, pour notre clinique bien établie et achalandée. Le(la) candidat(e) retenu(e) sera animé(e) par la passion de tisser des liens solides avec les patient(e)s et de contribuer à la santé bucco-dentaire de sa communauté. En tant que dentiste contractuel(le) exerçant au sein de notre clinique, vous travaillerez avec un excellent groupe de professionnel(le)s de soins dentaires, avec un accès à une variété de possibilités d’apprentissage et de formation continue.Pourquoi vous joindre à nous?Développement professionnel : vous bénéficierez du soutien, des outils et de l’encouragement dont vous avez besoin en tant que professionnel(le) pour développer et évoluer votre parcours professionnel, y inclus un accès à une formation continue de pointe par l’entremise de notre plateforme d’apprentissage primée « DC Institut » (fr.dcinstitute.ca).Frais de service concurrentiels : les frais de service que nous offrons sont révisés annuellement en fonction d’une étude comparative qui garantit la conformité aux normes de l’industrie.Clinique bien établie et stable : notre clinique prospère est leader dans le secteur des soins aux patients, offrant une gamme de services à des patient(e)s fidèles et régulier(e)sSanté, sécurité et conformité : notre clinique dispose d’une solide culture de santé et sécurité, avec des mesures de conformité incorporées dans chacun des aspects du milieu de travail.Réseau de professionnel(le)s de soins dentaires expérimenté(e)s : des occasions de mentorat structuré avec des membres de l’équipe et des collègues hautement respectés vous sont offertes et vous aurez accès à des experts de l’industrie dans diverses disciplines dentaires.Clinique axée sur le travail d’équipe : lorsque vous vous joignez à notre clinique, vous vous joignez à une équipe formée de professionnel(le)s œuvrant de façon coopérative et partageant les mêmes idées afin d’atteindre des objectifs communs mis en avant et partagés par toute l’équipe.Respect de nos employé(e)s : l’équipe est fondée sur une culture de respect et de positivité, où nous célébrons l’individualité et nous valorisons les atouts et les contributions uniques de chacun(e)Conciliation travail-vie personnelle : tout un chacun possède une vie en dehors de la clinique, et nous sommes engagés à aider chaque membre de l’équipe à trouver un équilibre travail-vie personnelle soutenu.À propos de vous :Diplômé(e) d’un programme de médecine ou chirurgie dentaire accrédité ou ayant obtenu l’équivalence du diplôme par le Bureau national d’examen dentaire du Canada (BNED)Licence, permis de pratique et assurance responsabilité en règle avec l’ordre des dentistes du Québec (ODQ)Formation reconnue et à jour en RCR avec DEALes fournisseurs de soins buccodentaires indépendants doivent être domiciliés au Canada. Nous remercions tous les fournisseurs indépendants, toutefois seul(e)s les candidat(e)s sélectionné(e)s seront contacté(e)s. Les fournisseurs indépendants en situation de handicap ayant besoin d’un accommodement raisonnable pour quelconque partie du processus de candidature peuvent communiquer avec l’équipe des talents au (416) 558-3883. Les accommodements raisonnables seront déterminés au cas par cas et votre demande sera traitée dans les meilleurs délais.#LI-NP1"
88,Dental Assistant & Administrator - Big Bay Point Dentistry,Big Bay Point Dentistry,Canada,Part time,2023-09-13,JR8252,"About Us:Big Bay Point Dentistry has been serving families in the Barrie and surrounding areas since we opened our clinic in 2002. From oral exams and teeth whitening to dentures and implants, our dental services span a wide range of patient needs. We also offer Invisalign®!The goal of our Barrie dentist team is to provide you with the specific treatments that will help you feel your best and help your smile look its best. We pride ourselves on providing quality dental care and 4.4 stars on Google reviews, evidence of our exceptional patient service, commitment to continuous learning, and innovative technology.Additionally, through working within our network of clinics, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to the advanced treatment technologies and training &amp; development, and support.http://bigbaypointdentistry.ca/ Schedule: Full-timeTuesday &amp; Wednesday (11:00-7:00)Thursday (8:00-4:00)Friday &amp; Saturday (8:00-300) - alternatingBenefits of Joining Our Team:Competitive compensationTotal rewards package that offers discounts on many services and activities including an exclusive corporate gym membership program; reduced rates on home and auto insurance; unlimited access to a variety of discounted entertainment, hotels, products, services and so much more!Employee and Family Assistance Program (EFAP) that connects team members and their families with complimentary, confidential, short-term counseling and advisory servicesCareer development to grow and evolve as a dental professional on your individual career path, including access to industry-leading continuing educationAttend social and CE events to network with dental professionals in your communityWork-life balance and flexibilityAccess to modernized technology to provide optimal oral care to patientsResponsibilities:Clinical chairside assisting duties including knowledge of instrumentationEstablish strong patient relationships while maintaining ethical professional behaviourPrepare treatment room in accordance with infection control and practice protocols for each patientThorough understanding of practice health and safety requirementsEnsure compliance with sanitation protocolsGreet and assist patients as they arrive; ensure a lasting positive impression for themResponsible for optimizing the appointment schedule by ensuring the day is full, with limited gapsEffectively manage recall system and accurately maintain patient databaseManage patient calls and inquiries about appointments, confirmations, amendments and cancellationsProcess referral letters and other patient correspondence upon receipt from provider; manage and file all patient records and charts  About You:Registered and/or certified as a Dental Assistant with your Provincial regulatory body or associationPrevious dental assisting experience is preferredPrevious clinical experience working in sterilization role is considered an assetCompletion of sterilization course is preferredExperience with IPAC (Infection Prevention and Control) is an assetExperience with dental software programs considered an assetCandidates must be legally eligible to work in Canada. We thank all applicants, but only suitable applicants will be contacted. Job applicants with a disability who require reasonable accommodation for any part of the application or hiring process can contact our Talent Team at 416-558-8338. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
84,"Dentist - West Coast Family Dental - Corner Brook, Newfoundland","Corner Brook, Newfoundland and Labrador",Canada,Full time,2023-06-15,JR5294,"**Signing &amp; Relocation Bonus**About us: Located in beautiful Newfoundland, West Coast Family Dental has beenserving the Corner Brook community since 2017. We are a multi service dental practice, providing general dentistry, restorative dentistry, hygiene services, dental implants, Invisalign, and much more. Everyday, our doctors and staff strive to provide the best dental care in a comfortable and friendly setting. Led by Dr. Jeff Wells, you will join a team of professionals in a modern clinic, providing excellence in patient care. Additionally, through working within the dentalcorp network, you will have the opportunity to work alongside and learn from some of the industry’s leading clinicians and have greater access to the advanced treatment technologies and training &amp; development, and support.We are located just minutes away from top-notch downhill and cross-country skiing, as well as hiking, biking and snowmobile trails, boating, fishing, and so much more! Corner Brook is just an hour drive to the majestic Gros Morne National Park. While living in Corner Brook you’ll also enjoy a lively arts scene and all the amenities of a big city without all the congestion. Most importantly, the people of NL are the reason people come to stay - we’re a friendly, welcoming bunch! We hope you’ll come for a visit and decide to stay and work at West Coast Family Dental.http://westcoastfamilydental.com/Schedule: Monday-Friday 8am - 5pmBenefits of Joining Our Team:Associate Development Program: A structured yet flexiblelearning initiative with curated offerings from top clinicians and mentors where you will receive individualized learning &amp;development plans, Priority access to free in-person learning &amp; webinars, discounted rates on courses and access to Study Clubs and online professional communities.Ortho Acceleration Program &amp; Align Partnership: A strategic partnership with Align Technology that provides exclusivebenefits, dedicated learning opportunities and enhancedtreatment planning support.  Implant Program: Our Associates benefit from customizedtraining and dedicated learning opportunities for implantplacement and restoration, supported by our strategicpartnership with Nobel Biocare.Network of Experienced Dental Professionals: You will haveopportunities for formal and structured mentorship withesteemed team members and colleagues and access toindustry-leading experts in various dental disciplines.Path to Partnership: dentalcorp provides a clear path to practice leadership for Associates who wish to move beyond their clinical role and become the business leader of a practice.About You:Graduate from an accredited DDS/DMD Program or successful completion of the National Dental Examining Board of Canada (NDEB) Equivalency ProcessRegistered and in good standing with provincial licensing requirementsValid CPR certificationAll applicants must be domiciled in Canada. We thank all applicants, but only suitable applicants will be contacted. Applicants with a disability who require reasonable accommodation for any part of the application process and thereafter can contact our Talent Team at 416-558-3883. Reasonable accommodations will be determined on a case-by-case basis and your request will be responded to as soon as possible."
