Item No,Availability,Item Title,Item Price,Item Images,Product Details,Item URL
1811567,Available,GreenPan Reserve 10-piece Ceramic Non-Stick Cookware Set,289.99,"https://cdn.bfldr.com/U447IH35/as/cjj33tfz46srpkwcxxjgksn/4000052367-847_cream_3?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/grt38ffjrgr6hwq8kmbtng/4000052367-847_cream_6?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/g9crxtbntwffh9x8jphf8c/4000052367-847_cream_1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/vzsz2ztppfns6hg34cr8whs/4000052367-847_cream_5?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/8bgfps7c7grzswqtmqww8tw/4000052367-847_cream_2?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/35wxcz95nm9cxkkb5gbv7jv/4000052367-847_cream_4?auto=webp&amp;format=jpg","  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.                 Designated Chemical Disclosure   <div id=""Cal-Chem-Disclosure-container"" style=""font-size: 1rem; color: #333""> <div data-bi-placement=""CalChemDisclosure_Popover_Data"">Certain states require the disclosure of designated chemicals intentionally added to certain products. Below is information about the designated chemicals in this product. <br/> <table class=""table"" style=""margin-top: 15px""> <tbody> <tr style=""text-align: left""><th style=""border: solid #cccccc 1px; padding: 5px"">State</th> <th style=""border: solid #cccccc 1px; padding: 5px"">Designated Chemical(s)</th> <th style=""border: solid #cccccc 1px; padding: 5px"">Further Information</th></tr>

<tr style=""text-align: left"">
<td style=""border: solid #cccccc 1px; padding: 5px"">CA</td>
<td style=""border: solid #cccccc 1px; padding: 5px"">Aluminum, Chromium Total, Chromium Compounds, Nickel & Nickel Compounds, Iron, Manganese</td>
<td style=""border: solid #cccccc 1px; padding: 5px""><p><a href=""https://dtsc.ca.gov/scp/authoritative-lists/"">California  Water Quality Control Plans,  California Maximum Contaminant Levels, Agency for Toxic Substances and Disease Registry’s Toxic Substances Portal</a></p></td></tr>

</tbody></table></div></div> function CalChemDisclosureModal(){COSTCO.dialog.createExtDialogBox({title: ""Designated Chemical Disclosure"", body: COSTCO.util.tmpl(""CalChemDisclosure_Modal_Data"",{})}); COSTCO.dialog.returnFocusOnCallerElement(event.target);}     Made In : China  ",https://www.costco.com/.product.1811567.html
1119345,Available,Kirkland Signature 12-piece Non-Stick Cookware Set,129.99,"https://cdn.bfldr.com/U447IH35/as/vsjn8vtgmv3tbqkwrxw9cxh/1119345-847__4?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/5jt7wf3qv985ggh89t7n7vn/1119345-847__6?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/bpkxb7czgzxf7mgz3wnsm5bs/1119345-847__5?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/xqmvgkqxrv3h89xtwxktsz2s/1119345-847__7?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/pnfm7c2crwx8gpct4wp72hpj/1119345-847__1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/g3sz2zp9pmfhvxv4xnh9p59z/1119345-847__8?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/sgqt246xtzwppsvzmgs6p498/1119345-847__2?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/xrjb2vm73v4r7qtf2v9j485/1119345-847__3?auto=webp&amp;format=jpg","  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.                Designated Chemical Disclosure    <div id=""Cal-Chem-Disclosure-container"" style=""font-size: 1rem; color: #333""> <div data-bi-placement=""CalChemDisclosure_Popover_Data"">Certain states require the disclosure of designated chemicals intentionally added to certain products. Below is information about the designated chemicals in this product.<br/> <table class=""table"" style=""margin-top: 15px""> <tbody> <tr style=""text-align: left""> <th style=""border: solid #cccccc 1px; padding: 5px"">State</th><th style=""border: solid #cccccc 1px; padding: 5px"">Designated Chemical(s)</th> <th style=""border: solid #cccccc 1px; padding: 5px"">Further Information</th></tr>

<tr style=""text-align: left"">
<td style=""border: solid #cccccc 1px; padding: 5px"">CA</td>
<td style=""border: solid #cccccc 1px; padding: 5px"">Polytetrafluoroethylene (PTFE),<br/>Fluorinated Ethylene and Propylene (FEP),<br/>Perfluoroalkoxy alkane polymer (PFA)</td>
<td style=""border: solid #cccccc 1px; padding: 5px""><p><a href=""https://www.biomonitoring.ca.gov/chemicals/perfluoroalkyl-and-polyfluoroalkyl-substances-pfass"">CECBP - Priority Chemicals</a></p></td></tr>
<tr style=""text-align: left"">
<td style=""border: solid #cccccc 1px; padding: 5px"">CO</td>
<td style=""border: solid #cccccc 1px; padding: 5px"">PFAS</td>
<td style=""border: solid #cccccc 1px; padding: 5px""><p>This product contains intentionally added PFAS because of its superior nonstick properties</p></td></tr>

</tbody></table></div></div> function CalChemDisclosureModal(){COSTCO.dialog.createExtDialogBox({title: ""Designated Chemical Disclosure"", body: COSTCO.util.tmpl(""CalChemDisclosure_Modal_Data"",{})}); COSTCO.dialog.returnFocusOnCallerElement(event.target);} Item may be available in your local warehouse for a lower, non-delivered price  Kirkland Signature™ products are designed and produced with only the best quality materials and workmanship available. Hard anodized cookware is a durable surface that is scratch-resistant, nonporous, nonreactive and two times harder than stainless steel. Eclipse™ HB (High-Build) triple layer nonstick coating provides excellent food release, enhanced durability and ease of cleaning. By combining the exceptional heat conductivity of heavy-gauge aluminum along with the advanced Eclipse™ HB nonstick coating, we have crafted cookware that is durable, beautiful and easy to maintain.   Includes:   (1) 2 Qt. Covered Saucepan  (1) 3 Qt. Covered Saucepan  (1) 4 Qt. Covered Saucepot  (1) 8 Qt. Covered Stockpot  (1) 5 Qt. Covered Sauté with Helper Handle  (1) 10"" Skillet  (1) 12"" Skillet     Product Features:   Heavy-gauge, hard-anodized aluminum provides excellent heat conduction and uniform cooking with no hot spots  Tempered glass lids with stainless steel rim allow monitoring of cooking without losing moisture, heat, flavor and nutrients  Pouring spouts with straining lids on saucepans  Eclipse™ HB (High-Build) triple layer nonstick coating provides excellent food release and enhanced durability  Nonstick inside and outside coating provides easy clean up  Strong, double-rivet ergonomic cast 18/10 stainless steel handles stay cool on the cooktop  Cookware and lids are oven-safe to 400 ºF  Compatible with gas, electric, halogen and ceramic stove top  Handwash recommended     Dimensions and Weight: 23.25"" L x 14.63"" W x 13.38"" H; 29.26lbs.   Made in: Thailand  ",https://www.costco.com/.product.1119345.html
6640772,Available,Cuisinart Custom Select 2-slice Toaster,39.99,"https://cdn.bfldr.com/U447IH35/as/6rm5jq5k997nmccxrsvzrk3/6640772-847__1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/f84tq4bz2ntrz2pgbx627f/6640772-847__4?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/w8pbtwww7jn67thrcj9b6/6640772-847__5?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/jtcrb5nssr72qh824vkq86k/6640772-847__2?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/nx2n9pnv5m9b92mmxspg47n/6640772-847__3?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/t79rnskk5bjprhx85s9xvn2k/6640772-847__6?auto=webp&amp;format=jpg",  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.                  ,https://www.costco.com/.product.6640772.html
6565000,Available,Cuisinart Brew Central 14-cup Programmable Coffee Maker,54.99,"https://cdn.bfldr.com/U447IH35/as/8qfthshfrtrb9fxzgfhz9vrj/6565000-847__1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/4575rhcrm3n5hpswc2fmz8m/6565000-847__4?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/334f4mvgfmvq5h7mb47z8fkf/6565000-847__2?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/ftks96jnvgr5tkqb7r8gp47/6565000-847__3?auto=webp&amp;format=jpg",  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.                  ,https://www.costco.com/.product.6565000.html
1596023,Available,Tramontina 12-piece Tri-Ply Clad Stainless Steel Cookware Set,Not Found,"https://cdn.bfldr.com/U447IH35/as/fxqqcchf3x3w59hhfzsgc5jp/1596023-847__6?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/g5fcgwqhwvrpjmq4nvt74xrs/1596023-847__5?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/cc7w4h7rrrwsp8286g7p9c79/1596023-847__1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/hkh756ggk9c6n4367nkpsjk/1596023-847__7?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/bmgmjr43gqhkxcbr4gcg4cx9/1596023-847__3d?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/pwhfctjtcnfv4f4mp5k5v8x/1596023-847__2?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/ccrzw3vrbz956wk58kkgjn6/1596023-847__4?auto=webp&amp;format=jpg","  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.                 Designated Chemical Disclosure   <div id=""Cal-Chem-Disclosure-container"" style=""font-size: 1rem; color: #333""> <div data-bi-placement=""CalChemDisclosure_Popover_Data"">Certain states require the disclosure of designated chemicals intentionally added to certain products. Below is information about the designated chemicals in this product. <br/> <table class=""table"" style=""margin-top: 15px""> <tbody> <tr style=""text-align: left""><th style=""border: solid #cccccc 1px; padding: 5px"">State</th> <th style=""border: solid #cccccc 1px; padding: 5px"">Designated Chemical(s)</th> <th style=""border: solid #cccccc 1px; padding: 5px"">Further Information</th></tr>

<tr style=""text-align: left"">
<td style=""border: solid #cccccc 1px; padding: 5px"">CA</td>
<td style=""border: solid #cccccc 1px; padding: 5px"">Chromium Compounds, Nickel and Nickel Compounds, Manganese and Manganese Compounds, Phosphorus, Iron</td>
<td style=""border: solid #cccccc 1px; padding: 5px""><p><a href=""https://biomonitoring.ca.gov/chemicals/priority-chemicals"">CECBP - Priority Chemicals</a></p></td></tr>

</tbody></table></div></div> function CalChemDisclosureModal(){COSTCO.dialog.createExtDialogBox({title: ""Designated Chemical Disclosure"", body: COSTCO.util.tmpl(""CalChemDisclosure_Modal_Data"",{})}); COSTCO.dialog.returnFocusOnCallerElement(event.target);}  Tramontina’s 12-piece Tri-Ply Clad Stainless Steel Cookware Set is professional quality-cookware made for everyday use at home. Tri-Ply Clad features a layer of 18/10 stainless steel with a layer of magnetic stainless steel, with a layer of aluminum in between, that extends up the sides to the top of the pan. You’ll get all the pieces you need to prep your favorite oven and stovetop recipes, from stews and casseroles to sauces and scrambles, faster and more evenly.   Includes:   8” Sauté Pan  10” Sauté Pan  3 quart Covered Deep Sauté Pan  1.5 quart Covered Sauce Pan  3 quart Covered Sauce Pan  5 quart Covered Dutch Oven  8 quart Covered Stock Pot    Features:   Fine brushed exterior finish  Fine satin interior finish  Stainless steel mirror-polished lid  Stainless steel mirror-polished handles  Compatible with all cooktops  Oven-safe up to 500°F (260°C)  Dishwasher-safe  Tramontina Gourmet Collection   Item Made In Either China or Brazil  For product related questions please contact Tramontina Customer Service at 1-800-221-7809.  ",https://www.costco.com/.product.1596023.html
1214362,Available,Panasonic 2.2 cu. ft. Countertop Microwave Oven,Not Found,"https://cdn.bfldr.com/U447IH35/as/3grbqbk68qk76xrf6vnfbv7/1214362-847__7?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/6qsfpm6csbvx7nfsf6tqg5w/1214362-847__3?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/ms55g6pn9p4t93b75383qkjt/1214362-847__5?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/kwrckmgbrkc43pt7bjnjgm7/1214362-847__4?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/pc6wfbfn7qbpq3k8vjj9vf4/1214362-847__6?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/3xs8j5pwrfq6pvxr6gvqr84/1214362-847__1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/6ffjv5mtc5kqpxxcw3bgw5w/1214362-847__2?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/x3pg8tpf9tq4mpkm6wc9pmc/1214362-847__5d?auto=webp&amp;format=jpg","  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.               Better Cooking with Cyclonic Inverter: Heat is circulated in 3D waves to cook, reheat and defrost. It’s the fastest, most efficient way to enjoy snacks, sides and meals at all temperature levels. Sleek Stainless Steel: The microwave’s smooth stainless-steel door and silver metal casing provide a high-end look to complement any kitchen decor. Large Capacity Microwave: The 2.2 cu ft capacity allows up to a 16"" casserole dish, sure to give you ample space to cook for the entire family. Elegant Controls: A new blue LED 4-digit/icon display and intuitive membrane touch pads set and control power levels, cooking and defrost times, auto cook menus and more. Keep Food Warm: A thoughtful keep warm feature maintains food temperatures until ready to serve. Ideal for gravies, warm desserts and more. Perfect Popcorn:  Enjoy hot, fresh popcorn with a dedicated 3-level popcorn button. Just place a bag of your favorite microwave popcorn in the oven, choose the power level for the amount of popcorn in the bag and press Start. Delicious! Sensor Cook 14 Pre-Set Menus: Take the guesswork out of cooking with 14 time-saving preset menus. The touch of a button prepares everything from hot cereals and omelets to quinoa, soups, frozen entrees, rice and more automatically! Warranty: This unit comes equipped with a one year warranty on parts and labor, and a 5 years warranty on the magnetron.   ",https://www.costco.com/.product.1214362.html
1753827,Available,Ninja NeverStick Premium Hard-Anodized 12-piece Non-Stick Cookware Set,Not Found,"https://cdn.bfldr.com/U447IH35/as/nh452t3ms7pt8z5khv8sv969/1753827-847__5?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/h5h8brfj2zmxv8tnn58n6k6/1753827-847__2?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/t7f6hnf4kk4nt2tpfj9kb/1753827-847__6?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/f63gqtw5mgcskb4559bqx4jb/1753827-847__4?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/mjntp72kx6q2ppv9xc6sb5/1753827-847__1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/6bn5b8b3kmwgxfcxjsh7gs/1753827-847__3?auto=webp&amp;format=jpg","  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.                 Designated Chemical Disclosure   <div id=""Cal-Chem-Disclosure-container"" style=""font-size: 1rem; color: #333""> <div data-bi-placement=""CalChemDisclosure_Popover_Data"">Certain states require the disclosure of designated chemicals intentionally added to certain products. Below is information about the designated chemicals in this product. <br/> <table class=""table"" style=""margin-top: 15px""> <tbody> <tr style=""text-align: left""><th style=""border: solid #cccccc 1px; padding: 5px"">State</th> <th style=""border: solid #cccccc 1px; padding: 5px"">Designated Chemical(s)</th> <th style=""border: solid #cccccc 1px; padding: 5px"">Further Information</th></tr>

<tr style=""text-align: left"">
<td style=""border: solid #cccccc 1px; padding: 5px"">CA</td>
<td style=""border: solid #cccccc 1px; padding: 5px"">Aluminum [CAS # 7429-90-5] <br/>Stainless Steel Ingredients: Chromium [CAS# 7440-47-3] Manganese [CAS# 7439-96-5] Nickel [CAS# 7440-02-0] Phosphorous [CAS# 7723-14-0]</td>
<td style=""border: solid #cccccc 1px; padding: 5px""><p><a href=""https://qr.ninjakitchen.com/pfas-info"">qr.ninjakitchen.com/pfas-info</a></p></td></tr>
<tr style=""text-align: left"">
<td style=""border: solid #cccccc 1px; padding: 5px"">CO</td>
<td style=""border: solid #cccccc 1px; padding: 5px"">Fluorinated Ethylene and Propylene (FEP) [CAS# 25067- 11 -2] Polytetrafluoroethylene (PTFE) [CAS# 9002-84-0] Perfluoroalkoxyalkane Polymer (PFA) [CAS# 26655-00-5</td>
<td style=""border: solid #cccccc 1px; padding: 5px""><p>Used for their non-stick properties.</p></td></tr>

</tbody></table></div></div> function CalChemDisclosureModal(){COSTCO.dialog.createExtDialogBox({title: ""Designated Chemical Disclosure"", body: COSTCO.util.tmpl(""CalChemDisclosure_Modal_Data"",{})}); COSTCO.dialog.returnFocusOnCallerElement(event.target);}       Made in China   For product related questions please contact Shark Ninja at 855-427-5127   ",https://www.costco.com/.product.1753827.html
1081890,Available,Tiger 5.5-Cup Micom Rice Cooker and Warmer,99.99,"https://cdn.bfldr.com/U447IH35/as/fn3csqwg7hjmcrnx4tg3nppc/100410800-847__2?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/f7m4qj9cckc8tvzxt6s7f4w/100410800-847__4?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/k4cpbkw7j525xccncvh87wk/100410800-847__5?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/43vvpq27xz3qvw7x9nqbc8/100410800-847__3?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/4fskqmn53kmqs6kbw7cg536/100410800-847__1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/m3ws5335m6gvpxn8c863cjh/1081890-847__3?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/b4jbggw7xnw5qr26fzcfp53j/1081890-847__4?auto=webp&amp;format=jpg","  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.              Enjoy delicious and flavorful rice in your household with Tiger’s Micom Rice Cooker & Warmer. With easy preparation, you can select between 10 settings to prepare a variety of dishes. The rice cooker will make necessary temperature and time adjustments based on your cooking setting selection. With Tiger’s own “tacook” cooking plate, you can synchronize cooking rice and a main dish at the same time. You can also use the rice cooker for different dishes using the slow cook or steam settings.   Accessories Included:   Cooking plate (BPA free)  Rice measuring cup  Spatula  Spatula holder  Recipe book    Features:   5.5 cup (uncooked) capacity  10 cooking menu settings: Plain, Quick (for reduced rice cooking time), Brown, Multigrain, Mixed, Sweet, Porridge, Slow Cook, Steam, and Synchro-Cook  Tiger’s own “tacook” cooking plate can cook rice and a main dish without the flavors affecting each other  1.7mm non-stick inner pot allows the heat to circulate evenly while preventing the rice from sticking to the pot  Easy-to-read LCD control panel displays menu selection, time (24-hour format), and countdown to the cooking completion  Automatic “Keep Warm” after cooking completion for up to 12 hours without drying or burning  Reheat warm cooked rice and oatmeal back to cooked temperature  Store 2 preset cooking timer (for breakfast and dinner) to set cooking completion time to your desire  Removable inner pressure control cap  Made in Japan.    Warranty:   1 year limited    ",https://www.costco.com/.product.1081890.html
1644622,Not Available,,,,,https://www.costco.com/.product.1644622.html
1735342,Available,Circulon A1 Series with ScratchDefense 11 piece Non-Stick Cookware Set,169.99,"https://cdn.bfldr.com/U447IH35/as/wtfk9jwsgvrknsvpnwbsx/1735342-847__4?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/kfx4b67ktvvmjp8vvpskzrv/1735342-847__3?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/h9g82xcxntr5r92t276c6cb5/1735342-847__8?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/5rm72g3zp3735n59bmwtjgk/1735342-847__1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/2v4fj5spv6pc8rntt6rcqw7/1735342-847__6?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/bg5hgv5b7mxt65xr3j78wth/1735342-847__2?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/jpswmpvk88fj9r8rvrsmwwrn/1735342-847__7?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/v79mm7gm9svmttj63w6t4n/1735342-847__5?auto=webp&amp;format=jpg","  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.                Designated Chemical Disclosure    <div id=""Cal-Chem-Disclosure-container"" style=""font-size: 1rem; color: #333""> <div data-bi-placement=""CalChemDisclosure_Popover_Data"">Certain states require the disclosure of designated chemicals intentionally added to certain products. Below is information about the designated chemicals in this product. <br/> <table class=""table"" style=""margin-top: 15px""> <tbody> <tr style=""text-align: left""><th style=""border: solid #cccccc 1px; padding: 5px"">State</th> <th style=""border: solid #cccccc 1px; padding: 5px"">Designated Chemical(s)</th> <th style=""border: solid #cccccc 1px; padding: 5px"">Further Information</th></tr>

<tr style=""text-align: left"">
<td style=""border: solid #cccccc 1px; padding: 5px"">CA</td>
<td style=""border: solid #cccccc 1px; padding: 5px"">Fluoropolymer, <br/>PTFE, FEP, PFA <br/>(PFAS)</td>
<td style=""border: solid #cccccc 1px; padding: 5px""><p><a href=""https://www.biomonitoring.ca.gov/chemicals/perfluoroalkyl-and-polyfluoroalkyl-substances-pfass"">CECBP - Priority Chemicals</a></p></td></tr>
<tr style=""text-align: left"">
<td style=""border: solid #cccccc 1px; padding: 5px"">CO</td>
<td style=""border: solid #cccccc 1px; padding: 5px"">PFAS</td>
<td style=""border: solid #cccccc 1px; padding: 5px""><p>This product contains intentionally added PFAS because of its superior nonstick properties.</p></td></tr>

</tbody></table></div></div> function CalChemDisclosureModal(){COSTCO.dialog.createExtDialogBox({title: ""Designated Chemical Disclosure"", body: COSTCO.util.tmpl(""CalChemDisclosure_Modal_Data"",{})}); COSTCO.dialog.returnFocusOnCallerElement(event.target);}   Item may be available at your local warehouse for a lower, non-delivered price.      ",https://www.costco.com/.product.1735342.html
1036619,Not Available,,,,,https://www.costco.com/.product.1036619.html
1512822,Available,"Brita Champlain Water Filter Pitcher, 10 Cup with 2 Filters",Not Found,"https://cdn.bfldr.com/U447IH35/as/5n586m8955pnsvjv56588r4/1512822-847__1?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/9qcj4mkqx4h89vnkggnqrvkq/1512822-847__3?auto=webp&amp;format=jpg, https://cdn.bfldr.com/U447IH35/as/4hxcm72r69xx9m3k27jstr4m/1512822-847__2?auto=webp&amp;format=jpg","  Product Details   Costco Business Delivery can only accept orders for this item from retailers holding a Costco Business membership with a valid tobacco resale license on file. Tobacco products cannot be returned to Costco Business Delivery or any Costco warehouse. This is an exception to Costco's return policy.              Limit 5 per member   Item may be available in your local warehouse for a lower, non-delivered price  Brita Champlain 10 cup water pitcher is made without BPA, comes with two Brita standard filters. Only Brita filters are certified to reduce Chlorine (taste and odor), Copper, Mercury and Cadmium in Brita systems. Champlain water pitcher fits in most fridges and can hold 10 cups of water, enough to fill 3 24-ounce reusable water bottles.   Includes:   10 cup Brita Water Filter Pitcher  2 Standard Filters    Features:   Champlain water pitcher can hold 10 cups of water  This space efficient Brita pitcher is fridge friendly  Brita Filter features an easy-fill lid for refills  SmartLight pitcher filter life indicator is accurate and precise   Made in Dominican Republic  For product related questions please contact Brita at 1-800-24-BRITA  ",https://www.costco.com/.product.1512822.html
3333005,Not Available,,,,,https://www.costco.com/.product.3333005.html
1325470,Not Available,,,,,https://www.costco.com/.product.1325470.html
1086543,Not Available,,,,,https://www.costco.com/.product.1086543.html
